"en_airport","ko_airport","iata_code","icao_code","region","en_country","ko_country","en_city","ko_city","time_diff","des"
Sabetta International Airport,사베타 국제공항,SBT,USDA,유럽,Russia,러시아,Sabetta,사베타,-4.0,사베타
Sabha Airport,사바 공항,SEB,HLLS,중동아프리카,Libya,리비아,Sebha,세바,-7.0,세바
Sabiha Gkcen International Airport,사비하 괵첸 국제공항,SAW,LTFJ,유럽,Turkey,터키,Istanbul,이스탄불,-6.0,이스탄불
Sabzevar Airport,사브제바르 공항,AFZ,OIMS,중동아프리카,Iran,이란,Sabzevar,삽제바르,-5.5,삽제바르
Sacheon Airport,사천공항,HIN,RKPS,아시아태평양,South Korea,대한민국,Jinju,진주,0.0,진주
Sachigo Lake Airport,사치고 호수 공항,ZPB,CZPB,북미캐나다,Canada,캐나다,Sachigo Lake,사치고 레이크,-14.0,사치고 레이크
Sachs Harbour Airport,삭스 하버 ,YSY,CYSY,북미캐나다,Canada,캐나다,Sachs Harbour,삭스 하버,-16.0,삭스 하버
Sacramento International Airport,새크라멘토 국제 공항,SMF,KSMF,북미캐나다,United States,미국,Sacramento,새크라멘토,-16.0,새크라멘토
Sacramento Mather Airport,새크라멘토 매더 공항,MHR,KMHR,북미캐나다,United States,미국,Sacramento,새크라멘토,-16.0,새크라멘토
Sadiq Abubakar III International Airport,사디크 아부바카르 III 국제공항,SKO,DNSO,중동아프리카,Nigeria,나이지리아,Sokoto,소코토,-8.0,소코토
Sado Airport,사도공항,SDS,RJSD,아시아태평양,Japan,일본,Sado,사도,0.0,사도
Sahand Airport,사한드 공항,ACP,OITM,중동아프리카,Iran,이란,Sahand,사한드,-4.5,사한드
Saharanpur Airport,사하란푸르 공항,n/a,VISP,아시아태평양,India,인도,Saharanpur,사하란푸르,-3.5,사하란푸르
Sahnewal Airport,사네왈 공항,LUH,VILD,아시아태평양,India,인도,Ludhiana,루디아나,-3.5,루디아나
Saibai Island Airport,사이바이 아일랜드 공항,SBR,YSII,대양주,Australia,오스트레일리아,Saibai Island,사이바이 섬,1.0,사이바이 섬
Saidpur Airport,사이드푸르 공항,SPD,VGSD,아시아태평양,Bangladesh,방글라데시,Saidpur,사이드푸르,-3.0,사이드푸르
Saidu Sharif Airport,사이두 샤리프 공항,SDT,OPSS,중동아프리카,Pakistan,파키스탄,Saidu Sharif,사이두 샤리프,-4.0,사이두 샤리프
Saifai Airport,사이피 공항,n/a,n/a,아시아태평양,India,인도,Saifai,사이파이,-3.5,사이파이
Saint Augustin Airport,생 오귀스탱 공항,YIF,CYIF,북미캐나다,Canada,캐나다,Saint-Augustin,생 오귀스탱,-13.0,생 오귀스탱
Saint Brieuc Armor Airport,생브리외,SBK,LFRT,유럽,France,프랑스,Saint-Brieuc,생브리외,-8.0,생브리외
Saint etienne Boutheon Airport,생테티엔 부테옹 공항,EBU,LFMH,유럽,France,프랑스,Saint-etienne,생테티엔,-7.0,생테티엔
Saint Helena Airport,세인트 헬레나 공항,HLE,FHSH,유럽,Saint Helena,세인트헬레나,Jamestown,제임스타운,-13.0,제임스타운
Saint John Airport,세인트 존 공항,YSJ,CYSJ,북미캐나다,Canada,캐나다,Saint John,세인트 존,-13.0,세인트 존
Saint Louis Airport,세인트 루이스 공항,XLS,GOSS,중동아프리카,Senegal,세네갈,Saint-Louis,생루이,-9.0,생루이
Saint Nazaire Montoir Airport,생나제르 몽트와 공항,SNR,LFRZ,유럽,France,프랑스,Saint-Nazaire,생나제르,-7.0,생나제르
Saint Pierre Airport,생피에르 공항,FSP,LFVP,북미캐나다,Saint Pierre and Miquelon,생피에르 앤드 미클롱,Saint Pierre,생피에르,-12.0,생피에르
Sainte Marie Airport,생트 마리 공항,SMS,FMMS,중동아프리카,Madagascar,마다가스카르,Sainte-Marie,생트마리,-6.0,생트마리
Saipan International Airport,사이판 국제공항,SPN,PGSN,아시아태평양,Northern Mariana Islands,북마리아나 제도,Saipan,사이판,1.0,사이판
Sakkyryr Airport,사키리르 공항,SUK,UEBS,유럽,Russia,러시아,Sakkyryr,사키리르,0.0,사키리르
Sakon Nakhon Airport,사콘나콘 공항,SNO,VTUI,아시아태평양,Thailand,태국,Sakon Nakhon,사콘나콘,-2.0,사콘나콘
Salak Airport,살락 공항,MVR,FKKL,중동아프리카,Cameroon,카메룬,Maroua,마루아,-8.0,마루아
Salalah International Airport,살랄라 국제 공항,SLL,OOSA,중동아프리카,Oman,오만,Salalah,살랄라,-5.0,살랄라
Salamanca Airport,살라망카 공항,SLM,LESA,유럽,Spain,스페인,Salamanca,살라망카,-7.0,살라망카
Salekhard Airport,살레하르트 공항,SLY,USDD,유럽,Russia,러시아,Salekhard,살레하르트,-4.0,살레하르트
Salem Airport,세일럼 공항,SXV,VOSM,아시아태평양,India,인도,Salem,살렘,-3.5,살렘
Salerno Costa d'Amalfi Airport,살레르노 코스타 다말피 공항,QSR,LIRI,유럽,Italy,이탈리아,Salerno,살레르노,-7.0,살레르노
Salgado Filho International Airport,살가도 필류 국제 공항,POA,SBPA,중남미,Brazil,브라질,Porto Alegre,포르투 알레그레,-12.0,포르투 알레그레
Salina Cruz Airport,살리나 크루즈 공항,SCX,MMSZ,중남미,Mexico,멕시코,Salina Cruz,살리나 크루즈,-15.0,살리나 크루즈
Salina Regional Airport,살리나 공항,SLN,KSLN,북미캐나다,United States,미국,Salina,살리나,-15.0,살리나
Salinas Airport,살리나스 공항,IAL,SNSS,중남미,Brazil,브라질,Salinas,살리나스,-16.0,살리나스
Salisbury Ocean City Wicomico Regional Airport,솔즈베리 오션시티 위코미코 공항,SBY,KSBY,북미캐나다,United States,미국,Salisbury,솔즈베리,-13.0,솔즈베리
Salluit Airport,살루이트 공항,YZG,CYZG,북미캐나다,Canada,캐나다,Salluit,살루이트,-14.0,살루이트
Salt Cay Airport,솔트 케이 공항,SLX,MBSY,중남미,Turks and Caicos Islands,터크스케이커스 제도,Salt Cay,솔트 케이,-14.0,솔트 케이
Salt Lake City International Airport,솔트레이크시티 국제공항,SLC,KSLC,북미캐나다,United States,미국,SaltLake,솔트레이크,-15.0,솔트레이크
Salto del Guaira Airport,살토 델 과이라 공항,n/a,SGGR,중남미,Paraguay,파라과이,Salto del Guaira,살토 델 과이라,-13.0,살토 델 과이라
Salzburg Airport,잘츠부르크 공항,SZG,LOWS,유럽,Austria,오스트리아,Salzburg,잘츠부르크,-7.0,잘츠부르크
Sam Mbakwe Airport,삼음바크웨 공항,QOW,DNIM,중동아프리카,Nigeria,나이지리아,Owerri,오웨리,-8.0,오웨리
Sam Ratulangi International Airport,삼 라툴랑이 국제공항,MDC,WAMM,아시아태평양,Indonesia,인도네시아,Manado,마나도,1.0,마나도
Samana Arroyo Barril Airport,사마나 아로요 바릴 공항,n/a,MDAB,중남미,Dominican Republic,도미니카공화국,Samana,사마나,-13.0,사마나
Samana El Catey International Airport,사마나 엘 카테이 국제 공항,AZS,MDCY,중남미,Dominican Republic,도미니카공화국,El Catey,엘 카테이,-14.0,엘 카테이
Samarkand International Airport,사마르칸트 국제공항,SKD,UTSS,아시아태평양,Uzbekistan,우즈베키스탄,Samarkand,사마르칸트,-4.0,사마르칸트
Sambava Airport,삼바바 공항,SVB,FMNS,중동아프리카,Madagascar,마다가스카르,Sambava,삼바바,-6.0,삼바바
SambU Airport,삼부 공항,SAX,n/a,중남미,Panama,파나마,SambU,삼부,-8.0,삼부
Samburu Airport,삼부루 공항,UAS,HKSB,중동아프리카,Kenya,케냐,Samburu,삼부루,-6.0,삼부루
Samedan Airport,사메단 공항,SMV,LSZS,유럽,Switzerland,스위스,St. Moritz,장크트모리츠,-7.0,장크트모리츠
"Samos International Airport""Aristarchos of Samos""","사모스 국제 공항""사모스의 아리스타르코스""",SMI,LGSM,유럽,Greece,그리스,Samos,사모스,-6.0,사모스
Samsun carSamba Airport,챨삼바 공항,SZF,LTFH,유럽,Turkey,터키,Samsun,삼순,-6.0,삼순
Samui Airport,사무이 공항,USM,VTSM,아시아태평양,Thailand,태국,Ko Samui,코사무이,-2.0,코사무이
San Andros Airport,샌 안드로스 공항,SAQ,MYAN,중남미,Bahamas,바하마,SanAndros,산 안드로스,-14.0,산 안드로스
San Angelo Regional Airport,샌앤젤로 지역공항,SJT,KSJT,북미캐나다,United States,미국,San Angelo,산 안젤로,-15.0,산 안젤로
San Antonio De Los Banos Airport,샌안토니오 데 로스바뇨스 공항,n/a,MUSA,중남미,Cuba,쿠바,San Antonio De Los Banos,산 안토니오 데 로스 바노스,-13.0,산 안토니오 데 로스 바노스
San Antonio International Airport,샌 안토니오 국제 공항,SAT,KSAT,북미캐나다,United States,미국,San Antonio,샌안토니오,-15.0,샌안토니오
San Bernardino International Airport,샌버나디노 국제공항,SBD,KSBD,북미캐나다,United States,미국,San Bernardino,산 베르나르디노,-16.0,산 베르나르디노
San Bernardo de Mompox Airport,산 베르나르도 데 몸폭스 공항,n/a,n/a,중남미,Colombia,콜롬비아,San Bernardo de Mompox,산 베르나르도 데 몸폭스,-14.0,산 베르나르도 데 몸폭스
San Carlos Airport,산 카를로스 공항,NCR,MNSC,중남미,Nicaragua,니카라과,San Carlos,산 카를로스,-16.0,산 카를로스
San Carlos Airport,산 카를로스 공항,n/a,SVCJ,중남미,Venezuela,베네수엘라,San Carlos,산 카를로스,-16.0,산 카를로스
San Carlos de Bariloche Airport,산 카를로스 데 바릴로체 공항,BRC,SAZS,중남미,Argentina,아르헨티나,San Carlos de Bariloche,산 카를로스 데 바릴로체,-12.0,산 카를로스 데 바릴로체
San Cristobal Airport,산 크리스토발 공항,SCY,SEST,중남미,Ecuador,에콰도르,San Cristobal Island,산 크리스토발 섬,-15.0,산 크리스토발 섬
San Diego International Airport,샌디에이고 국제 공항,SAN,KSAN,북미캐나다,United States,미국,San Diego,샌디에이고,-16.0,샌디에이고
San Fernando Airport,산 페르난도 공항,SFE,RPUS,아시아태평양,Philippines,필리핀,San Fernando,산 페르난도,-1.0,산 페르난도
San Fernando Airport (Argentina),산 페르난도 공항(아르헨티나),FDO,SADF,중남미,Argentina,아르헨티나,San Fernando,산 페르난도,-1.0,산 페르난도
San Francisco International Airport,샌프란시스코 국제 공항,SFO,KSFO,북미캐나다,United States,미국,San Francisco,샌프란시스코,-16.0,샌프란시스코
San Gil Los Pozos Airport,산길 로스 포소스 공항,n/a,SKSG,중남미,Colombia,콜롬비아,San Gil,산 힐,-14.0,산 힐
San Ignacio Town Airstrip,산 이그나시오 타운 활주로,CYD,n/a,중남미,Belize,벨리즈,SanIgnacio,산 이그나시오,-15.0,산 이그나시오
San Isidro de El General Airport,산 이시드로 데 엘 제네랄 공항,IPZ,n/a,중남미,Costa Rica,코스타리카,San Isidro de El General,산 이시드로 데 엘 헤네랄,-15.0,산 이시드로 데 엘 헤네랄
San Jose Airport,산호세 공항,SIC,n/a,중남미,Panama,파나마,San Jose Island,산호세 섬,-14.0,산호세 섬
San Jose Airport,산호세 공항,SJI,RPUH,아시아태평양,Philippines,필리핀,San Jose,산호세,-15.0,산호세
San Jose de Chiquitos Airport,산호세 데 치키토스 공항,SJS,SLJE,중남미,Bolivia,볼리비아,San Jose de Chiquitos,산호세 데 치키토스,-13.0,산호세 데 치키토스
San Jose International Airport,산호세 국제 공항,SJC,KSJC,북미캐나다,United States,미국,San Jose,산호세,-15.0,산호세
San Juan de la Maguana Airport,산 후안 데 라 마구아나 공항,SJM,MDSJ,중남미,Dominican Republic,도미니카공화국,San Juan de la Maguana,산후안 데 라 마과나,-14.0,산후안 데 라 마과나
San Juan Seaplane Base,산후안,UGI,n/a,북미캐나다,United States,미국,Uganik,우가닉,-17.0,우가닉
San Luis Airport,산 루이스 공항,IPI,SKIP,중남미,Colombia,콜롬비아,Ipiales,이피알레스,-14.0,이피알레스
San Luis Obispo County Regional Airport,산 루이스 오비스포 카운티 지역공항,SBP,KSBP,북미캐나다,United States,미국,San Luis Obispo,샌루이스 오비스포,-17.0,샌루이스 오비스포
San Luis Valley Regional Airport,샌루이스밸리 공항,ALS,KALS,북미캐나다,United States,미국,Alamosa,알라모사,-16.0,알라모사
San Marcos Regional Airport,샌마르코스 지역 공항,n/a,n/a,북미캐나다,United States,미국,San Marcos,산 마르코스,-15.0,산 마르코스
San Miguel de Allende Airport,산 미구엘 아옌데 공항,n/a,n/a,중남미,Mexico,멕시코,San Miguel de Allende,산 미겔 데 아옌데,-15.0,산 미겔 데 아옌데
San Pedro Airport,산 페드로 공항,BZA,MNBZ,중남미,Nicaragua,니카라과,Bonanza,보난자,-15.0,보난자
San Pedro Airport,산 페드로 공항,SPY,DISP,중동아프리카,Cote d'Ivoire,코트디부아르,San-Pedro,산 페드로,-9.0,산 페드로
San Rafael Airport,산 라파엘 공항,AFA,SAMR,중남미,Argentina,아르헨티나,San Rafael,산 라파엘,-12.0,산 라파엘
San Rafael Airport,산 라파엘 공항,TUV,SVTC,중남미,Venezuela,베네수엘라,Tucupita,투쿠피타,-13.0,투쿠피타
San Salvador Airport,산살바도르 공항,ZSA,MYSM,중남미,Bahamas,바하마,San Salvador Island,산 살바도르 제도,-14.0,산 살바도르 제도
San Salvador Ilopango Airport,산살바도르 일로팡고 공항,ILS,MSSS,중남미,El Salvador,엘살바드로,San Salvador,산 살바도르,-15.0,산 살바도르
San Sebastian Airport,산 세바스티안 공항,EAS,LESO,유럽,Spain,스페인,San Sebastian,산 세바스티안,-7.0,산 세바스티안
San Tome Airport,산 토메 공항,SOM,SVST,중남미,Venezuela,베네수엘라,San Tome,산 토메,-8.0,산 토메
San Vicente Airport,산 비센테 공항,SWL,RPSV,아시아태평양,Philippines,필리핀,San Vicente,산 비센테,-12.0,산 비센테
Sana'a International Airport,사나 국제공항,SAH,OYSN,중동아프리카,Yemen,예멘,Sanaa,사나아,-6.0,사나아
Sanana Airport,사나나 공항,SQN,WAPN,아시아태평양,Indonesia,인도네시아,Sanana Island,사나나 제도,-1.0,사나나 제도
Sanandaj Airport,사난다즈 공항,SDG,OICS,중동아프리카,Iran,이란,Sanandaj,사난다지,-5.5,사난다지
Sand Point Airport,샌드 포인트 공항,SDP,PASD,북미캐나다,United States,미국,Sand Point,샌드 포인트,-17.0,샌드 포인트
Sandakan Airport,산다칸 공항,SDK,WBKS,아시아태평양,Malaysia,말레이시아,Sandakan,산다칸,-1.0,산다칸
Sandane Airport Anda,산다네 공항,SDN,ENSD,유럽,Norway,노르웨이,Sandane,산단,-7.0,산단
Sandnessjoen Airport Stokka,스토카 공항,SSJ,ENST,유럽,Norway,노르웨이,Sandnessjoen,산네스옌,-7.0,산네스옌
Sandspit Airport,샌드스핏 공항,YZP,CYZP,북미캐나다,Canada,캐나다,Sandspit,샌즈핏,-17.0,샌즈핏
Sandy Lake Airport,샌디 레이크 공항,ZSJ,CZSJ,북미캐나다,Canada,캐나다,Sandy Lake,샌디 레이크,-15.0,샌디 레이크
Sandy River Airport,샌디 리버 공항,n/a,n/a,북미캐나다,United States,미국,Sandy River,샌디 리버,-17.0,샌디 리버
Sanga Sanga Airport,상가상가 공항,TWT,RPMN,아시아태평양,Philippines,필리핀,Tawitawi Island,타위타위 제도,-1.0,타위타위 제도
Sangapi Airport,상가피 공항,SGK,AYSK,아시아태평양,Papua New Guinea,파푸아뉴기니,Sangapi,상가피,-1.0,상가피
Sangar Airport,상가르 공항,n/a,n/a,유럽,Russia,러시아,Sangar,상가르,0.0,상가르
Sanggu Buntok Airport,상구 분톡 공항,n/a,WAOU,아시아태평양,Indonesia,인도네시아,Sanggu Buntok,상구 분톡,-2.0,상구 분톡
Sangia Nibandera Airport,산지아 니반데라 공항,KXB,WAWP,아시아태평양,Indonesia,인도네시아,Kolaka,콜라카,-1.0,콜라카
Sangley Point Airport,생레이 포인트 공항,SGL,RPLS,아시아태평양,Philippines,필리핀,Manila,마닐라,-1.0,마닐라
Sangster International Airport,생스터 국제 공항,MBJ,MKJS,중남미,Jamaica,자메이카,Montego Bay,몬테고 베이,-14.0,몬테고 베이
Sania Ramel Airport,사니아 라멜 공항,TTU,GMTN,중동아프리카,Morocco,모로코,Tetouan,테투안,-8.0,테투안
Sanikiluaq Airport,사니킬루아크 공항,YSK,CYSK,북미캐나다,Canada,캐나다,Sanikiluaq,사니킬루아크,-14.0,사니킬루아크
Sankt Peter Ording Airport,장크트 페터 오르딩 공항,PSH,EDXO,유럽,Germany,독일,Sankt Peter-Ording,장크트 페터 오르딩,-7.0,장크트 페터 오르딩
Sanliurfa GAP Airport,산리우르파 GAP 공항,GNY,LTCS,유럽,Turkey,터키,Sanliurfa,샨리우르파,-6.0,샨리우르파
Sanming Shaxian Airport,싼밍 샤셴 공항,SQJ,ZSSM,아시아태평양,China,중국,Sanming,산밍,-1.0,산밍
Sansha Yongxing Airport,산사 용싱 공항,n/a,ZJYX,아시아태평양,China,중국,Sansha,싼샤,-1.0,싼샤
Santa Ana Airport,산타아나 공항,CRC,SKGO,중남미,Colombia,콜롬비아,Cartago,카르타고,-15.0,카르타고
Santa Ana Airport,산타아나 공항,NNB,AGGT,아시아태평양,Solomon Islands,솔로몬 제도,Santa Ana Island,산타 아나 제도,2.0,산타 아나 제도
Santa Barbara Municipal Airport,산타바바라 공항,SBA,KSBA,북미캐나다,United States,미국,Santa Barbara,산타 바바라,-17.0,산타 바바라
Santa Bernardina International Airport,산타 베르나르디나 국제공항,DZO,SUDU,중남미,Uruguay,우루과이,Durazno,두라스노,-12.0,두라스노
Santa Cruz do Sul Airport,산타크루스두술 공항,CSU,SSSC,중남미,Brazil,브라질,Santa Cruz do Sul,산타 크루즈 두 술,-12.0,산타 크루즈 두 술
Santa Cruz Island Airport,산타크루즈/그라시오사 베이/루오바 공항,SCZ,AGGL,아시아태평양,Solomon Islands,솔로몬 제도,Santa Cruz Islands,산타크루즈 제도,2.0,산타크루즈 제도
Santa Elena de Uairen Airport,산타 엘레나 데 우아이렌 공항,SNV,SVSE,중남미,Venezuela,베네수엘라,Santa Elena de Uairen,산타 엘레나 데 우아이렌,-13.0,산타 엘레나 데 우아이렌
Santa Fe Municipal Airport,산타페 공항,SAF,KSAF,북미캐나다,United States,미국,Santa Fe,산타페,-15.0,산타페
Santa Genoveva Airport,산타 제노베바 공항,GYN,SBGO,중남미,Brazil,브라질,Goiania,고이아니아,-12.0,고이아니아
Santa LucIa Air Force Base Num 1,산타 루시아 공군 기지 번호 1,NLU,MMSM,중남미,Mexico,멕시코,Santa Lucia,산타 루시아,-13.0,산타 루시아
Santa Maria Airport,산타 마리아 공항,AJU,SBAR,중남미,Brazil,브라질,Aracaju,아라카주,-12.0,아라카주
Santa Maria Airport,산타 마리아 공항,RIA,SBSM,중남미,Brazil,브라질,Santa Maria,산타 마리아,-12.0,산타 마리아
Santa Maria Airport,산타 마리아 공항,SMA,LPAZ,유럽,Portugal,포르투갈,Santa Maria,산타 마리아,-12.0,산타 마리아
Santa MarIa Airport,산타 마리아 공항,SMG,SPMR,중남미,Peru,페루,Santa MarIa del Mar,산타 마리아 델 마르,-15.0,산타 마리아 델 마르
Santa Maria Public Airport,산타 마리아 퍼블릭 공항,SMX,KSMX,북미캐나다,United States,미국,Santa Maria,산타 마리아,-12.0,산타 마리아
Santa Monica Municipal Airport,산타모니카 시립 공항,SMO,KSMO,북미캐나다,United States,미국,Santa Monica,산타모니카,-16.0,산타모니카
Santa Rosa Airport,산타 로사 공항,RSA,SAZR,중남미,Argentina,아르헨티나,Santa Rosa,산타 로사,-12.0,산타 로사
Santa Rosa Airport,산타로사 공항,SRA,SSZR,중남미,Brazil,브라질,Santa Rosa,산타 로사,-12.0,산타 로사
Santa Rosa International Airport,산타 로사 국제 공항,ETR,SERO,중남미,Ecuador,에콰도르,Santa Rosa,산타 로사,-12.0,산타 로사
Santa Terezinha Municipal Airport,산타 테레지냐 공항,JCB,SSJA,중남미,Brazil,브라질,Joacaba,조아사바,-12.0,조아사바
Santander Airport,산탄데르 공항,SDR,LEXJ,유럽,Spain,스페인,Santander,산탄데르,-7.0,산탄데르
Santarem Maestro Wilson Fonseca Airport,산타렘 마에스트로 윌슨 폰세카 공항,STM,SBSN,중남미,Brazil,브라질,Santarem,산타렝,-13.0,산타렝
Santiago de Compostela Airport,산티아고 데 콤포스텔라 공항,SCQ,LEST,유럽,Spain,스페인,Santiago de Compostela,산티아고 데 콤포스텔라,-7.0,산티아고 데 콤포스텔라
Santiago Marino Caribbean International Airport,산티아고 마리뇨 카리브해 국제공항,PMV,SVMG,중남미,Venezuela,베네수엘라,Porlamar,포를라마르,-13.0,포를라마르
Santiago Perez Quiroz Airport,산티아고 페레즈 키로스 공항,AUC,SKUC,중남미,Colombia,콜롬비아,Arauca,아라우카,-14.0,아라우카
Santo Pekoa International Airport,산토 페코아 국제 공항,SON,NVSS,아시아태평양,Vanuatu,바누아투,Luganville,루간빌,2.0,루간빌
Santorini National Airport,산토리니,JTR,LGSR,유럽,Greece,그리스,Thira,티라,-7.0,티라
Santos Dumont Airport,산토스 두몽 공항,PNG,SSPG,중남미,Brazil,브라질,Paranagua,파라나과,-12.0,파라나과
Santos Dumont Airport,산토스 두몽 공항,SDU,SBRJ,중남미,Brazil,브라질,Rio de Janeiro,리우데자네이루,-12.0,리우데자네이루
Sanya Phoenix International Airport,싼야 봉황국제공항,SYX,ZJSY,아시아태평양,China,중국,Sanya,싼야,-1.0,싼야
Sao Borja Airport,상 보르하 공항,JBS,SSSB,중남미,Brazil,브라질,Sao Borja,상 보르자,-12.0,상 보르자
Sao Felix do Araguaia Airport,상펠릭스 두 아라과이아 공항,SXO,SWFX,중남미,Brazil,브라질,Sao Felix do Araguaia,상 펠릭스 두 아라과이아,-13.0,상 펠릭스 두 아라과이아
Sao Filipe Airport,상 필리페 공항,SFL,GVSF,중동아프리카,Cape Verde,카보베르데,Sao Filipe,상 필리페,-9.0,상 필리페
Sao Gabriel da Cachoeira Airport,상 가브리엘 다 카초에이라 공항,SJL,SBUA,중남미,Brazil,브라질,Sao Gabriel da Cachoeira,상 가브리엘 다 카초에이라,-14.0,상 가브리엘 다 카초에이라
Sao Jorge Airport,상 조르즈 공항,SJZ,LPSJ,유럽,Portugal,포르투갈,Sao Jorge Island,상 조르제 제도,-9.0,상 조르제 제도
Sao Paulo Campo de Marte Airport,상파울루 캄포 데 마르테 공항,RTE,SBMT,중남미,Brazil,브라질,Sao Paulo,상파울루,-12.0,상파울루
Sao Paulo Catarina Executive Airport,상파울루 카타리나 이그제큐티브 공항,JHF,SBJH,중남미,Brazil,브라질,Sao Paulo,상파울루,-12.0,상파울루
Sao Paulo/Congonhas Deputado Freitas Nobre Airport,상파울루 콩고냐스 공항,CGH,SBSP,중남미,Brazil,브라질,Sao Paulo,상파울루,-12.0,상파울루
Sao Tome International Airport,상투메 국제공항,TMS,FPST,중동아프리카,Sao Tome and Principe,상투메프린시페,Sao Tome,상투메,-8.0,상투메
Sara Airport,사라 공항,SSR,NVSH,아시아태평양,Vanuatu,바누아투,Sara,사라,-1.0,사라
Sarajevo International Airport,사라예보 국제 공항,SJJ,LQSA,유럽,Bosnia and Herzegovina,보스니아 헤르체고비나,Sarajevo,사라예보,-7.0,사라예보
Saransk Airport,사란스크 공항,SKX,UWPS,유럽,Russia,러시아,Saransk,사란스크,-6.0,사란스크
Sarasota Bradenton International Airport,새러소타 브레이든턴 국제공항,SRQ,KSRQ,북미캐나다,United States,미국,Sarasota,새러소타,-13.0,새러소타
Saratov Gagarin Airport,사라토프 가가린 공항,GSV,n/a,유럽,Russia,러시아,Saratov,사라토프,-6.0,사라토프
Saravan Airport,사라반 공항,n/a,OIZS,중동아프리카,Iran,이란,Saravan,사라반,-2.5,사라반
Sardar Vallabhbhai Patel International Airport,사르다르 발라바이 파텔 국제공항,AMD,VAAH,아시아태평양,India,인도,Ahmedabad,아마다바드,-3.5,아마다바드
Sarh Airport,사르 공항,SRH,FTTA,중동아프리카,Chad,차드,Sarh,사르,-8.0,사르
Sarnia Chris HadFieldAirport,사니아 크리스 해드필드 공항,YZR,CYZR,북미캐나다,Canada,캐나다,Sarnia,사르니아,-14.0,사르니아
Sary Arka Airport,사리아르카 공항,KGF,UAKK,아시아태평양,Kazakhstan,카자흐스탄,Karaganda,카라간다,-4.0,카라간다
Saskatoon International Airport,새스커툰 국제공항,YXE,CYXE,북미캐나다,Canada,캐나다,Saskatoon,새스커툰,-15.0,새스커툰
Saskylakh Airport,사스카라크 공항,SYS,UERS,유럽,Russia,러시아,Saskylakh,사스키라흐,1.0,사스키라흐
Satna Airport,사트나 공항,TNI,n/a,아시아태평양,India,인도,Satna,사트나,-3.5,사트나
Satu Mare International Airport,사투마레 국제공항,SUJ,LRSM,유럽,Romania,루마니아,Satu Mare,사투 마레,-7.0,사투 마레
Sauce Viejo Airport,사우세 비에호 공항,SFN,SAAV,중남미,Argentina,아르헨티나,SantaFe,산타페,-15.0,산타페
Sault Ste. Marie Airport,수세인트마리 공항,YAM,CYAM,북미캐나다,Canada,캐나다,Sault Ste. Marie,수 세인트 마리,-14.0,수 세인트 마리
Saumlaki Airport,사움라키 공항,SXK,WAPI,아시아태평양,Indonesia,인도네시아,Saumlaki,사움라키,0.0,사움라키
Sauoarkrokur Airport,스카가비요뒤르 공항,SAK,BIKR,유럽,Iceland,아이슬란드,Sauoarkrokur,사우다르크로쿠르,-9.0,사우다르크로쿠르
Saurimo Airport,사우리모 공항,VHC,FNSA,중동아프리카,Angola,앙골라,Saurimo,사우리모,-8.0,사우리모
Savannah/Hilton Head International Airport,사바나/힐튼헤드 국제공항,SAV,KSAV,북미캐나다,United States,미국,Savannah,사바나,-13.0,사바나
Savannakhet Airport,사바나케트 공항,ZVK,VLSK,아시아태평양,Laos,라오스,Savannakhet,사반나켓,-2.0,사반나켓
Save Airport,세베 공항,GSE,ESGP,유럽,Sweden,스웨덴,Gothenburg,예테보리,-7.0,예테보리
Savonlinna Airport,사본린나 공항,SVL,EFSA,유럽,Finland,핀란드,Savonlinna,사본린나,-6.0,사본린나
Savoonga Airport,사봉가 공항,SVA,PASA,북미캐나다,United States,미국,Savoonga,사붕가,-18.0,사붕가
Savusavu Airport,사부사부 공항,SVU,NFNS,아시아태평양,Fiji,피지,Savusavu,사부사부,3.0,사부사부
Sawan Airport,사완공항,RZS,n/a,중동아프리카,Pakistan,파키스탄,Sawan,사와나,-4.0,사와나
Sawyer International Airport,소여 국제공항,MQT,KSAW,북미캐나다,United States,미국,Marquette,마켓,-14.0,마켓
Sayak Airport,사약 공항,IAO,RPNS,아시아태평양,Philippines,필리핀,Del Carmen,델 카르멘,-1.0,델 카르멘
Sayun Airport,사윤공항,GXF,OYSY,중동아프리카,Yemen,예멘,Sayun,사윤,-6.0,사윤
Scammon Bay Airport,스캐먼 베이 공항,SCM,PACM,북미캐나다,United States,미국,Scammon Bay,스캐먼 베이,-18.0,스캐먼 베이
Scandinavian Mountains Airport,스칸디나비아 산맥 공항,SCR,ESKS,유럽,Sweden,스웨덴,SAlen,살렌,-7.0,살렌
Scarlett Martinez International Airport,스칼렛 마르티네즈 국제 공항,RIH,MPSM,중남미,Panama,파나마,RIo Hato,리오 아토,-14.0,리오 아토
Schefferville Airport,셰퍼빌 공항,YKL,CYKL,북미캐나다,Canada,캐나다,Schefferville,셰퍼빌,-14.0,셰퍼빌
Schwerin Parchim International Airport,슈베린 파르침 국제공항,SZW,EDOP,유럽,Germany,독일,Schwerin,슈베린,-7.0,슈베린
Scottsdale Airport,스코츠데일 공항,SCF,KSDL,북미캐나다,United States,미국,Scottsdale,스코츠데일,-16.0,스코츠데일
Sea AirportCuxhaven/Nordholz,해상 공항쿡스하펜/노르드홀츠,FCN,ETMN,유럽,Germany,독일,Cuxhaven,쿠스하펜,-7.0,쿠스하펜
