"출발국가","출발공항","공항코드","운항일자","계획시간","실제시간","운항편명","환승승객"
"일본","오키나와","OKA","2024-12-22","11:40","12:52","TW271","0"
"카자흐스탄","알마티","ALA","2024-12-22","11:40","14:27","KC910","3"
"중국","지난","TNA","2024-12-22","11:45","12:11","SC8002","5"
"포르투갈","리스본","LIS","2024-12-22","11:50","12:20","KE921","2"
"일본","오사카/ 간사이","KIX","2024-12-22","11:55","12:21","LJ237","6"
"중국","옌타이","YNT","2024-12-22","11:55","12:26","MU550","0"
"네덜란드","암스테르담","AMS","2024-12-22","11:55","12:29","KE925","1"
"오스트리아","비엔나","VIE","2024-12-22","11:55","12:32","KE937","19"
"중국","톈진","TSN","2024-12-22","12:00","12:14","GS7994","0"
"중국","칭다오","TAO","2024-12-22","12:00","12:23","MU2040","0"
"대만","가오슝","KHH","2024-12-22","12:00","12:26","CI165","0"
"일본","후쿠오카","FUK","2024-12-22","12:00","12:31","LJ263","2"
"일본","삿포로","CTS","2024-12-22","12:05","12:28","7C1503","5"
"인도","델리","DEL","2024-12-22","12:05","12:40","AI313","7"
"스페인","마드리드","MAD","2024-12-22","12:10","12:46","KE913","11"
"일본","오사카/ 간사이","KIX","2024-12-22","12:10","13:12","TW283","0"
"중국","상하이/푸동","PVG","2024-12-22","12:15","12:35","CZ314","1"
"중국","난징","NKG","2024-12-22","12:15","13:10","MU580","0"
"중국","칭다오","TAO","2024-12-22","12:20","12:42","SC4610","1"
"일본","아사히카와","AKJ","2024-12-22","12:25","12:44","OZ154","2"
"영국","런던/히드로","LHR","2024-12-22","12:25","13:13","OZ521","51"
"대만","타이베이","TPE","2024-12-22","12:25","13:19","CI161","3"
"이탈리아","밀라노","MXP","2024-12-22","12:25","14:33","KE927","6"
"홍콩","홍콩","HKG","2024-12-22","12:30","12:53","UO619","0"
"중국","난징","NKG","2024-12-22","12:30","12:59","OZ349","13"
"중국","항저우","HGH","2024-12-22","12:30","13:15","OZ359","5"
"일본","삿포로","CTS","2024-12-22","12:35","12:48","BX188","0"
"싱가포르","싱가포르","SIN","2024-12-22","12:35","13:00","SQ611","2"
"중국","항저우","HGH","2024-12-22","12:35","13:22","MU5072","1"
"일본","도쿄/나리타","NRT","2024-12-22","12:40","13:08","OZ104","26"
"일본","오사카/ 간사이","KIX","2024-12-22","12:40","13:24","BX174","0"
"일본","후쿠오카","FUK","2024-12-22","12:40","13:56","OZ134","7"
"미국","샌프란시스코","SFO","2024-12-22","12:45","13:03","UA806","21"
"아랍에미리트","두바이","DXB","2024-12-22","12:45","13:26","KE951","11"
"인도","델리","DEL","2024-12-22","12:45","13:28","KE497","18"
"중국","톈진","TSN","2024-12-22","12:45","13:39","CA172","2"
"중국","베이징/서우두","PEK","2024-12-22","12:50","13:31","OZ333","16"
"중국","다롄(대련)","DLC","2024-12-22","12:50","13:50","KE869","15"
"중국","선양(심양)","SHE","2024-12-22","12:55","13:21","CZ682","0"
"일본","삿포로","CTS","2024-12-22","12:55","13:30","KE769","21"
"독일","프랑크푸르트","FRA","2024-12-22","12:55","13:35","LH713","6"
"중국","상하이/푸동","PVG","2024-12-22","12:55","13:58","MU5042","0"
"필리핀","마닐라","MNL","2024-12-22","13:00","13:45","Z2885","0"
"일본","사가","HSG","2024-12-22","13:05","13:33","TW273","2"
"일본","마쓰야마","MYJ","2024-12-22","13:05","13:40","7C1703","0"
"일본","도쿄/나리타","NRT","2024-12-22","13:05","13:54","ZG042","0"
"중국","칭다오","TAO","2024-12-22","13:05","15:07","KE843","26"
"일본","후쿠오카","FUK","2024-12-22","13:10","13:52","KE789","1"
"일본","오사카/ 간사이","KIX","2024-12-22","13:10","14:01","RS713","0"
"중국","베이징/서우두","PEK","2024-12-22","13:10","14:15","CA124","3"
"중국","칭다오","TAO","2024-12-22","13:15","14:07","MU2034","0"
"중국","창춘","CGQ","2024-12-22","13:20","13:46","CZ688","0"
"중국","샤먼","XMN","2024-12-22","13:20","13:48","MF872","0"
"몽골","신 울란바토르","UBN","2024-12-22","13:20","14:03","OM302","17"
"일본","요나고","YGJ","2024-12-22","13:20","14:05","RS745","0"
"미국","로스앤젤레스","LAX","2024-12-22","13:20","14:09","YP101","0"
"이탈리아","로마","FCO","2024-12-22","13:20","14:11","OZ561","22"
"일본","오키나와","OKA","2024-12-22","13:20","14:25","7C1801","0"
"대만","가오슝","KHH","2024-12-22","13:25","14:13","TW671","2"
"독일","뮌헨","MUC","2024-12-22","13:30","14:19","LH719","4"
"일본","도쿄/나리타","NRT","2024-12-22","13:35","14:23","KE711","5"
"일본","도쿄/나리타","NRT","2024-12-22","13:40","14:39","NQ022","0"
"중국","항저우","HGH","2024-12-22","13:45","14:29","CA140","0"
"일본","다카마쓰","TAK","2024-12-22","13:50","14:35","LJ359","0"
"홍콩","홍콩","HKG","2024-12-22","13:50","14:58","CX453","1"
"중국","선전","SZX","2024-12-22","13:55","14:37","CZ3090","0"
"중국","충칭","CKG","2024-12-22","14:00","14:41","CA440","7"
"중국","웨이하이","WEH","2024-12-22","14:00","14:44","MU2018","14"
"중국","칭다오","TAO","2024-12-22","14:00","14:48","SC4612","0"
"대만","타이베이","TPE","2024-12-22","14:00","15:04","OZ713","9"
"한국","부산","PUS","2024-12-22","14:05","14:46","KE1411","102"
"마카오","마카오","MFM","2024-12-22","14:05","14:50","NX821","1"
"홍콩","홍콩","HKG","2024-12-22","14:05","14:53","HB761","0"
"일본","히로시마","HIJ","2024-12-22","14:05","14:56","7C1613","0"
"일본","오사카/ 간사이","KIX","2024-12-22","14:10","15:00","OZ114","55"
"중국","우시","WUX","2024-12-22","14:15","14:51","ZH628","0"
"중국","상하이/푸동","PVG","2024-12-22","14:15","15:06","OZ365","4"
"중국","옌지(연길)","YNJ","2024-12-22","14:20","15:13","CA144","3"
"중국","시안","XIY","2024-12-22","14:20","15:17","MU5022","2"
"일본","후쿠오카","FUK","2024-12-22","14:25","15:10","RS723","0"
"중국","선양(심양)","SHE","2024-12-22","14:25","15:22","KE833","22"
"대만","타이중/칭촨강","RMQ","2024-12-22","14:25","15:30","TW669","0"
"중국","상하이/푸동","PVG","2024-12-22","14:30","15:26","MU5062","0"
"미국","로스앤젤레스","LAX","2024-12-22","14:30","15:43","KE017","86"
"중국","옌지(연길)","YNJ","2024-12-22","14:35","15:02","CZ6074","1"
"싱가포르","싱가포르","SIN","2024-12-22","14:35","15:11","KE643","2"
"홍콩","홍콩","HKG","2024-12-22","14:35","15:24","HX629","1"
"일본","삿포로","CTS","2024-12-22","14:35","15:32","ZE623","0"
"일본","나고야","NGO","2024-12-22","14:40","15:28","7C1203","0"
"일본","나가사키","NGS","2024-12-22","14:40","15:33","KE797","3"
"미국","로스앤젤레스","LAX","2024-12-22","14:40","15:36","OZ202","226"
"일본","후쿠오카","FUK","2024-12-22","14:45","15:54","TW293","2"
"중국","광저우","CAN","2024-12-22","14:50","15:39","CZ338","1"
"중국","청두/톈푸","TFU","2024-12-22","14:55","15:41","CA402","3"
"중국","선전","SZX","2024-12-22","14:55","15:50","ZH634","0"
"일본","오사카/ 간사이","KIX","2024-12-22","15:00","15:48","LJ235","2"
"중국","베이징/서우두","PEK","2024-12-22","15:00","15:55","OZ335","22"
"홍콩","홍콩","HKG","2024-12-22","15:00","16:10","CX411","0"
"인도네시아","자카르타/수카르노하타","CGK","2024-12-22","15:05","15:46","KE627","29"
"일본","오사카/ 간사이","KIX","2024-12-22","15:05","15:52","ZE613","0"
"일본","도쿄/나리타","NRT","2024-12-22","15:05","15:57","BX166","0"
"대만","타이중/칭촨강","RMQ","2024-12-22","15:10","15:59","KE189","3"
"일본","도쿄/나리타","NRT","2024-12-22","15:10","16:11","LJ207","13"
"일본","오사카/ 간사이","KIX","2024-12-22","15:10","16:16","KE725","6"
"일본","오사카/ 간사이","KIX","2024-12-22","15:20","16:01","RS715","0"
"일본","오사카/ 간사이","KIX","2024-12-22","15:20","16:19","MM706","0"
"일본","후쿠오카","FUK","2024-12-22","15:20","16:20","7C1405","2"
"일본","도쿄/나리타","NRT","2024-12-22","15:20","16:38","ZE603","0"
"중국","칭다오","TAO","2024-12-22","15:25","16:13","SC4614","0"
"싱가포르","싱가포르","SIN","2024-12-22","15:30","16:03","TW173","11"
"일본","도쿄/나리타","NRT","2024-12-22","15:30","16:22","TW215","12"
"일본","후쿠오카","FUK","2024-12-22","15:30","16:28","LJ271","0"
"일본","오사카/ 간사이","KIX","2024-12-22","15:35","16:05","BX176","0"
"일본","후쿠오카","FUK","2024-12-22","15:35","16:17","ZE643","0"
"일본","도쿄/나리타","NRT","2024-12-22","15:35","16:30","OZ106","19"
"일본","나고야","NGO","2024-12-22","15:35","17:03","OZ124","17"
"중국","베이징/다싱","PKX","2024-12-22","15:40","16:24","MU2074","4"
"일본","나고야","NGO","2024-12-22","15:40","16:26","LJ347","5"
"인도네시아","덴파사르","DPS","2024-12-22","15:40","16:32","7C5303","6"
"인도네시아","자카르타/수카르노하타","CGK","2024-12-22","15:40","16:39","OZ761","33"
"일본","오사카/ 간사이","KIX","2024-12-22","15:45","16:34","7C1375","2"
"홍콩","홍콩","HKG","2024-12-22","15:55","16:36","UO631","0"
"일본","오사카/ 간사이","KIX","2024-12-22","15:55","17:21","TW285","2"
"일본","오사카/ 간사이","KIX","2024-12-22","16:00","16:58","OZ118","7"
"미국","샌프란시스코","SFO","2024-12-22","16:00","17:08","KE023","125"
"방글라데시","다카","DAC","2024-12-22","16:00","17:43","YP5671","0"
"미얀마","양곤","RGN","2024-12-22","16:05","16:42","8M802","2"
"태국","치앙마이","CNX","2024-12-22","16:05","16:46","LJ009","0"
"중국","옌타이","YNT","2024-12-22","16:05","17:04","MU268","4"
"일본","시즈오카","FSZ","2024-12-22","16:05","18:04","7C1603","0"
"미국","시애틀","SEA","2024-12-22","16:10","18:36","KE041","119"
"일본","미야자키","KMI","2024-12-22","16:15","16:48","OZ158","1"
"중국","광저우","CAN","2024-12-22","16:15","16:53","CZ3062","0"
"대만","타이베이","TPE","2024-12-22","16:15","16:56","KE187","0"
"싱가포르","싱가포르","SIN","2024-12-22","16:20","16:51","OZ751","31"
"일본","도쿄/나리타","NRT","2024-12-22","16:20","17:13","7C1121","0"
"일본","후쿠오카","FUK","2024-12-22","16:20","17:15","7C1407","15"
"중국","상하이/푸동","PVG","2024-12-22","16:20","17:17","MU5034","0"
"인도네시아","덴파사르","DPS","2024-12-22","16:20","17:54","KE633","22"
"태국","방콕/돈므앙","DMK","2024-12-22","16:30","17:23","XJ709","3"
"중국","칭다오","TAO","2024-12-22","16:40","17:01","MU560","0"
"말레이시아","쿠알라룸푸르","KUL","2024-12-22","16:40","17:06","KE671","18"
"중국","선전","SZX","2024-12-22","16:40","17:27","ZH632","0"
"일본","도쿄/나리타","NRT","2024-12-22","16:40","17:28","RS703","0"
"중국","양저우","YTY","2024-12-22","16:45","17:12","9C6182","1"
"싱가포르","싱가포르","SIN","2024-12-22","16:45","17:19","SQ601","3"
"일본","구마모토","KMJ","2024-12-22","16:50","17:25","KE777","0"
"베트남","푸꾸옥","PQC","2024-12-22","16:50","17:30","KE485","36"
"태국","방콕/수완나품","BKK","2024-12-22","16:50","17:35","BX747","1"
"일본","도쿄/나리타","NRT","2024-12-22","16:55","17:33","KE713","7"
"캐나다","밴쿠버","YVR","2024-12-22","16:55","17:40","AC064","61"
"일본","오사카/ 간사이","KIX","2024-12-22","16:55","17:51","7C1305","3"
"태국","푸켓","HKT","2024-12-22","16:55","18:23","KE663","54"
"일본","도쿄/나리타","NRT","2024-12-22","17:00","17:56","ET672","0"
"태국","방콕/수완나품","BKK","2024-12-22","17:05","17:45","ZE511","1"
"베트남","푸꾸옥","PQC","2024-12-22","17:05","18:00","LJ091","1"
"베트남","푸꾸옥","PQC","2024-12-22","17:10","17:38","ZE581","0"
"태국","방콕/수완나품","BKK","2024-12-22","17:10","18:38","LJ001","5"
"일본","후쿠오카","FUK","2024-12-22","17:20","18:07","LJ265","1"
"태국","방콕/수완나품","BKK","2024-12-22","17:20","19:19","KE651","126"
"태국","치앙마이","CNX","2024-12-22","17:25","17:50","ZE517","0"
"태국","방콕/수완나품","BKK","2024-12-22","17:25","18:02","YP601","10"
"중국","다롄(대련)","DLC","2024-12-22","17:30","17:58","CZ696","2"
"태국","방콕/수완나품","BKK","2024-12-22","17:30","18:06","TG653","4"
"베트남","푸꾸옥","PQC","2024-12-22","17:40","18:13","7C4103","27"
"중국","상하이/푸동","PVG","2024-12-22","17:40","18:15","9C8560","0"
"인도네시아","덴파사르","DPS","2024-12-22","17:40","18:34","KE629","98"
"태국","푸켓","HKT","2024-12-22","17:45","18:50","LJ005","0"
"인도네시아","바탐","BTH","2024-12-22","17:45","18:56","7C5301","0"
"미국","애틀랜타","ATL","2024-12-22","17:50","18:21","DL188","62"
"중국","베이징/서우두","PEK","2024-12-22","17:50","18:25","CA126","5"
"카자흐스탄","알마티","ALA","2024-12-22","17:50","18:29","OZ577","59"
"중국","푸저우","FOC","2024-12-22","17:55","18:17","MF878","1"
"아랍에미리트","아부다비","AUH","2024-12-22","17:55","18:19","EY823","11"
"베트남","호찌민","SGN","2024-12-22","17:55","18:27","VN403","29"
"미국","샌프란시스코","SFO","2024-12-22","18:00","18:31","UA892","35"
"말레이시아","코타키나발루","BKI","2024-12-22","18:00","18:40","LJ131","5"
"베트남","나트랑","CXR","2024-12-22","18:05","18:42","KE465","11"
"태국","방콕/수완나품","BKK","2024-12-22","18:05","18:46","OZ741","46"
"필리핀","마닐라","MNL","2024-12-22","18:05","19:13","7C2305","41"
"베트남","하노이","HAN","2024-12-22","18:05","20:19","VN415","58"
"뉴질랜드","오클랜드","AKL","2024-12-22","18:10","18:48","KE411","104"
"일본","후쿠오카","FUK","2024-12-22","18:10","19:04","TW295","7"
"일본","후쿠오카","FUK","2024-12-22","18:15","18:44","OZ136","20"
"미국","시애틀","SEA","2024-12-22","18:15","18:54","OZ272","188"
"한국","부산","PUS","2024-12-22","18:15","19:13","KE1415","332"
"말레이시아","코타키나발루","BKI","2024-12-22","18:15","19:46","TW169","6"
"중국","상하이/푸동","PVG","2024-12-22","18:25","18:52","FM828","2"
"캐나다","밴쿠버","YVR","2024-12-22","18:25","19:11","KE071","64"
"베트남","호찌민","SGN","2024-12-22","18:30","19:00","KE475","92"
"베트남","나트랑","CXR","2024-12-22","18:30","19:07","OZ7731","2"
"캄보디아","프놈펜","PNH","2024-12-22","18:30","19:33","KE689","81"
"싱가포르","싱가포르","SIN","2024-12-22","18:35","19:11","KE645","96"
"필리핀","마닐라","MNL","2024-12-22","18:35","19:40","KE623","223"
"일본","후쿠오카","FUK","2024-12-22","18:40","19:00","KE781","14"
"한국","대구","TAE","2024-12-22","18:40","19:02","KE1433","176"
"일본","도쿄/나리타","NRT","2024-12-22","18:40","19:07","OZ108","64"
"중국","쿤밍","KMG","2024-12-22","18:40","19:09","KE161","10"
"베트남","하노이","HAN","2024-12-22","18:40","19:58","KE453","127"
"일본","도쿄/나리타","NRT","2024-12-22","18:45","19:18","KE705","22"
"베트남","다낭","DAD","2024-12-22","18:45","19:24","KE461","56"
"베트남","다낭","DAD","2024-12-22","18:45","19:31","OZ755","45"
"호주","시드니","SYD","2024-12-22","18:45","19:54","KE401","46"
"미국","댈러스포트워스","DFW","2024-12-22","18:50","19:16","AA280","41"
"싱가포르","싱가포르","SIN","2024-12-22","18:50","19:36","TW171","17"
"필리핀","세부","CEB","2024-12-22","18:50","19:38","KE615","207"
"미국","샌프란시스코","SFO","2024-12-22","18:55","19:21","YP111","1"
"태국","치앙마이","CNX","2024-12-22","18:55","19:22","OZ765","31"
"필리핀","칼리보","KLO","2024-12-22","19:00","19:16","TW189","4"
"일본","나고야","NGO","2024-12-22","19:00","19:25","KE743","29"
"라오스","비엔티안","VTE","2024-12-22","19:00","19:27","BX741","7"
"베트남","다낭","DAD","2024-12-22","19:00","19:28","TW191","13"
"일본","오사카/ 간사이","KIX","2024-12-22","19:00","19:50","KE721","17"
"중국","상하이/푸동","PVG","2024-12-22","19:05","19:48","KE895","109"
"태국","방콕/수완나품","BKK","2024-12-22","19:05","20:08","KE653","177"
"싱가포르","싱가포르","SIN","2024-12-22","19:05","20:23","OZ753","63"
"태국","치앙마이","CNX","2024-12-22","19:05","20:25","KE667","95"
"일본","오사카/ 간사이","KIX","2024-12-22","19:10","19:27","OZ116","44"
"태국","치앙마이","CNX","2024-12-22","19:10","19:42","7C4205","0"
"베트남","나트랑","CXR","2024-12-22","19:15","19:44","ZE563","0"
"라오스","비엔티안","VTE","2024-12-22","19:15","20:33","TW131","36"
"필리핀","마닐라","MNL","2024-12-22","19:20","19:52","OZ703","133"
"베트남","호찌민","SGN","2024-12-22","19:25","19:56","OZ735","103"
"미국","애틀랜타","ATL","2024-12-22","19:25","20:01","DL026","83"
"홍콩","홍콩","HKG","2024-12-22","19:25","21:34","OZ745","63"
"필리핀","보홀 팡라오","TAG","2024-12-22","19:30","20:00","RS581","0"
"태국","방콕/수완나품","BKK","2024-12-22","19:30","20:04","7C2203","1"
"미국","미니애폴리스","MSP","2024-12-22","19:30","20:28","DL170","106"
"말레이시아","쿠알라룸푸르","KUL","2024-12-22","19:30","20:56","D7507","9"
"베트남","하노이","HAN","2024-12-22","19:30","21:03","OZ733","139"
"미국","뉴욕/존에프케네디","JFK","2024-12-22","19:30","21:05","KE085","128"
"한국","부산","PUS","2024-12-22","19:35","20:06","KE1427","370"
"라오스","비엔티안","VTE","2024-12-22","19:35","20:14","LJ161","6"
"홍콩","홍콩","HKG","2024-12-22","19:35","20:21","CX419","16"
"베트남","호찌민","SGN","2024-12-22","19:35","20:31","KE477","179"
"캄보디아","프놈펜","PNH","2024-12-22","19:35","20:42","OZ739","54"
"미국","로스앤젤레스","LAX","2024-12-22","19:40","20:10","KE011","168"
"베트남","나트랑","CXR","2024-12-22","19:40","20:35","LJ087","3"
"대만","타이베이","TPE","2024-12-22","19:45","20:12","BR159","2"
"말레이시아","코타키나발루","BKI","2024-12-22","19:50","20:16","7C2507","6"
"태국","방콕/수완나품","BKK","2024-12-22","19:50","20:27","TW101","58"
"홍콩","홍콩","HKG","2024-12-22","20:00","20:54","KE177","117"
"사이판","사이판","SPN","2024-12-22","20:00","21:01","TW307","3"
"베트남","나트랑","CXR","2024-12-22","20:00","21:05","RS527","0"
"호주","시드니","SYD","2024-12-22","20:00","21:07","OZ601","86"
"중국","상하이/푸동","PVG","2024-12-22","20:00","21:39","OZ367","80"
"미국","시애틀","SEA","2024-12-22","20:05","20:17","DL196","90"
"필리핀","보홀 팡라오","TAG","2024-12-22","20:05","20:36","LJ043","7"
"말레이시아","코타키나발루","BKI","2024-12-22","20:05","20:40","OZ7375","2"
"필리핀","마닐라","MNL","2024-12-22","20:05","20:57","KE625","137"
"사이판","사이판","SPN","2024-12-22","20:10","20:44","7C3217","0"
"캐나다","토론토","YYZ","2024-12-22","20:10","20:48","AC062","180"
"베트남","나트랑","CXR","2024-12-22","20:10","20:50","KE467","24"
"베트남","나트랑","CXR","2024-12-22","20:10","21:00","TW157","1"
"베트남","다낭","DAD","2024-12-22","20:15","20:38","RS513","0"
"대만","타이베이","TPE","2024-12-22","20:15","21:26","CI163","10"
"베트남","다낭","DAD","2024-12-22","20:20","20:46","TW127","5"
"태국","방콕/수완나품","BKK","2024-12-22","20:20","21:10","OZ743","75"
"필리핀","세부","CEB","2024-12-22","20:20","21:11","7C2405","18"
"하와이","호놀룰루","HNL","2024-12-22","20:20","21:18","OZ232","81"
"중국","하얼빈","HRB","2024-12-22","20:25","20:52","CZ684","3"
"베트남","나트랑","CXR","2024-12-22","20:25","21:36","RF555","0"
"필리핀","마닐라","MNL","2024-12-22","20:30","21:28","PR469","112"
"하와이","호놀룰루","HNL","2024-12-22","20:35","21:14","KE053","72"
"태국","방콕/수완나품","BKK","2024-12-22","20:35","21:14","KE659","115"
"라오스","비엔티안","VTE","2024-12-22","20:35","21:16","7C4303","5"
"베트남","호찌민","SGN","2024-12-22","20:35","21:20","TW121","49"
"일본","도쿄/하네다","HND","2024-12-22","20:40","21:10","KE719","41"
"미국","로스앤젤레스","LAX","2024-12-22","20:40","21:16","OZ204","161"
"대만","가오슝","KHH","2024-12-22","20:40","21:18","BR171","1"
"필리핀","세부","CEB","2024-12-22","20:45","21:24","OZ709","105"
"필리핀","보홀 팡라오","TAG","2024-12-22","20:45","21:43","7C4409","4"
"중국","난징","NKG","2024-12-22","20:50","21:12","MU2922","9"
"미국","샌프란시스코","SFO","2024-12-22","20:50","21:25","OZ212","187"
"홍콩","홍콩","HKG","2024-12-22","20:50","21:30","HX623","11"
"베트남","나트랑","CXR","2024-12-22","20:50","21:40","ZE561","0"
"중국","베이징/서우두","PEK","2024-12-22","20:55","21:35","KE853","74"
"베트남","다낭","DAD","2024-12-22","20:55","21:52","RS511","0"
"베트남","다낭","DAD","2024-12-22","20:55","21:56","ZE593","0"
"미국","라스베이거스","LAS","2024-12-22","21:00","21:29","KE005","136"
"일본","오사카/ 간사이","KIX","2024-12-22","21:00","22:00","MM710","0"
"중국","상하이/푸동","PVG","2024-12-22","21:05","21:20","CZ370","8"
"중국","장사","CSX","2024-12-22","21:05","21:31","OZ321","18"
"베트남","다낭","DAD","2024-12-22","21:05","21:32","LJ081","4"
"중국","칭다오","TAO","2024-12-22","21:10","21:23","SC4618","10"
"중국","광저우","CAN","2024-12-22","21:10","23:37","OZ357","20"
"태국","방콕/수완나품","BKK","2024-12-22","21:15","21:54","7C2205","14"
"베트남","나트랑","CXR","2024-12-22","21:15","22:27","LJ089","0"
"베트남","호찌민","SGN","2024-12-22","21:15","22:39","VJ861","1"
"베트남","달랏","DLI","2024-12-22","21:20","21:46","7C2311","0"
"베트남","다낭","DAD","2024-12-22","21:20","22:21","7C2903","31"
"베트남","하노이","HAN","2024-12-22","21:20","22:41","7C2803","7"
"하와이","호놀룰루","HNL","2024-12-22","21:25","21:32","HA460","18"
"홍콩","홍콩","HKG","2024-12-22","21:25","21:50","7C2107","23"
"일본","도쿄/하네다","HND","2024-12-22","21:30","21:39","OZ178","78"
"필리핀","세부","CEB","2024-12-22","21:30","21:48","LJ031","8"
"필리핀","클라크필드","CRK","2024-12-22","21:30","22:03","OZ707","82"
"마카오","마카오","MFM","2024-12-22","21:35","21:59","KE169","1"
"필리핀","클라크필드","CRK","2024-12-22","21:35","22:11","LJ037","2"
"호주","시드니","SYD","2024-12-22","21:40","22:13","TW501","34"
"필리핀","마닐라","MNL","2024-12-22","21:40","22:28","KE619","112"
"중국","옌타이","YNT","2024-12-22","21:45","22:34","SC7684","6"
"홍콩","홍콩","HKG","2024-12-22","21:50","22:06","UO627","0"
"필리핀","세부","CEB","2024-12-22","21:50","22:30","5J129","5"
"베트남","나트랑","CXR","2024-12-22","21:50","22:45","7C4907","36"
"베트남","나트랑","CXR","2024-12-22","21:50","22:55","BX787","0"
"호주","시드니","SYD","2024-12-22","21:50","23:18","JQ048","1"
"필리핀","보홀 팡라오","TAG","2024-12-22","21:55","22:09","BX7135","0"
"미국","뉴어크","EWR","2024-12-22","21:55","22:15","YP131","1"
"중국","지난","TNA","2024-12-22","22:05","22:16","SC8004","2"
"홍콩","홍콩","HKG","2024-12-22","22:05","22:32","LJ701","5"
"중국","칭다오","TAO","2024-12-22","22:10","22:19","SC4620","1"
"홍콩","홍콩","HKG","2024-12-22","22:10","23:32","TW117","14"
"마카오","마카오","MFM","2024-12-22","22:20","22:57","LJ721","2"
"필리핀","클라크필드","CRK","2024-12-22","22:25","23:26","7C4603","37"
"싱가포르","싱가포르","SIN","2024-12-22","22:35","23:02","TR897","0"
"중국","다롄(대련)","DLC","2024-12-22","22:40","22:43","CZ676","8"
"일본","도쿄/하네다","HND","2024-12-22","22:40","23:10","MM808","0"
"중국","정저우","CGO","2024-12-22","22:45","22:53","CZ6010","0"
"캐나다","밴쿠버","YVR","2024-12-22","22:50","23:05","KE075","118"
"베트남","하노이","HAN","2024-12-22","22:50","23:24","RF553","0"
"핀란드","헬싱키","HEL","2024-12-22","23:00","23:16","AY042","5"
"네덜란드","암스테르담","AMS","2024-12-22","23:05","23:30","KL856","12"
"싱가포르","싱가포르","SIN","2024-12-22","23:10","23:20","KE647","62"
"싱가포르","싱가포르","SIN","2024-12-22","23:15","23:35","SQ605","2"
"중국","칭다오","TAO","2024-12-22","23:20","23:23","QW9902","2"
"아랍에미리트","두바이","DXB","2024-12-22","23:40","23:43","EK323","5"
"몽골","신 울란바토르","UBN","2024-12-23","00:05","00:04","OM308","16"
"터키","이스탄불","IST","2024-12-23","00:10","00:17","TK091","1"
"카타르","도하","DOH","2024-12-23","00:20","00:37","QR859","13"
"아랍에미리트","아부다비","AUH","2024-12-23","00:20","00:39","EY827","1"
"대만","타이베이","TPE","2024-12-23","00:30","00:36","IT603","0"
"에티오피아","아디스아바바/볼레","ADD","2024-12-23","00:30","01:07","ET673","8"
"말레이시아","코타키나발루","BKI","2024-12-23","01:05","01:00","AK1624","0"
"필리핀","마닐라","MNL","2024-12-23","01:15","01:41","5J187","2"
"베트남","푸꾸옥","PQC","2024-12-23","01:45","03:11","VJ975","0"
"베트남","다낭","DAD","2024-12-23","01:50","02:16","VJ875Y","1"
"베트남","나트랑","CXR","2024-12-23","01:50","02:53","VJ839","0"
"베트남","푸꾸옥","PQC","2024-12-23","02:20","04:17","VJ979","5"
"베트남","푸꾸옥","PQC","2024-12-23","05:00","05:49","VJ977","0"
"베트남","나트랑","CXR","2024-12-23","06:15","06:37","VN441","0"
"베트남","다낭","DAD","2024-12-23","06:15","07:46","VJ881","0"
"베트남","나트랑","CXR","2024-12-23","06:20","06:53","VJ837","15"
"베트남","하노이","HAN","2024-12-23","06:25","06:39","VJ963","2"
"일본","후쿠오카","FUK","2024-12-23","06:30","06:46","7C1401","0"
"베트남","나트랑","CXR","2024-12-23","06:45","07:14","VJ835","0"
"말레이시아","쿠알라룸푸르","KUL","2024-12-23","06:50","07:25","OD821","0"
"일본","후쿠오카","FUK","2024-12-23","06:50","07:40","LJ261","0"
"일본","오사카/ 간사이","KIX","2024-12-23","07:00","07:20","7C1301","10"
"한국","부산","PUS","2024-12-23","07:00","07:22","KE1405","118"
"일본","마쓰야마","MYJ","2024-12-23","07:00","07:29","7C1771","4"
"베트남","호찌민","SGN","2024-12-23","07:00","07:42","VJ865","8"
"베트남","다낭","DAD","2024-12-23","07:00","07:54","VJ879","0"
"필리핀","세부","CEB","2024-12-23","07:00","08:19","PR485","2"
"일본","키타큐슈","KKJ","2024-12-23","07:05","07:27","LJ349","0"
"필리핀","보홀 팡라오","TAG","2024-12-23","07:15","07:38","7C4407","0"
"일본","오사카/ 간사이","KIX","2024-12-23","07:15","07:45","RS711","2"
"베트남","하이퐁","HPH","2024-12-23","07:15","09:04","VJ925","1"
"일본","삿포로","CTS","2024-12-23","07:20","07:36","7C1501","2"
"일본","시즈오카","FSZ","2024-12-23","07:20","07:49","7C1605","0"
"중국","옌타이","YNT","2024-12-23","07:25","07:33","MU5050","1"
"일본","후쿠오카","FUK","2024-12-23","07:25","07:55","BX156","0"
"일본","도쿄/나리타","NRT","2024-12-23","07:25","08:07","LJ201","11"
"일본","오사카/ 간사이","KIX","2024-12-23","07:30","07:52","MM712","0"
"베트남","호찌민","SGN","2024-12-23","07:30","08:02","OZ731","88"
"중국","칭다오","TAO","2024-12-23","07:30","08:04","TW607","13"
"필리핀","마닐라","MNL","2024-12-23","07:30","08:29","PR467","25"
"일본","도쿄/나리타","NRT","2024-12-23","07:35","08:00","BX164","0"
"필리핀","마닐라","MNL","2024-12-23","07:35","08:10","OZ701","130"
"말레이시아","쿠알라룸푸르","KUL","2024-12-23","07:35","08:12","D7505","0"
