"year","month","airline","flight_arrivals","flight_departures","flight_total","passenger_arrivals","passenger_departures","passenger_total","cargo_arrivals","cargo_departures","cargo_total"
"2024","7",에바항공,85,85,170,15405,18303,33708,556,333,888
"2024","7",에어 아스타나,39,39,78,5898,6485,12383,12,147,159
"2024","7",에어 프랑스,31,31,62,10676,9457,20133,331,452,784
"2024","7",에어로 몽골리아,26,26,52,2571,3323,5894,0,0,0
"2024","7",에어로로직,50,49,99,0,0,0,2540,332,2873
"2024","7",에어로케이항공,49,49,98,7926,7453,15379,0,0,0
"2024","7",에어마카오,57,57,114,6691,7032,13723,41,9,50
"2024","7",에어부산,361,359,720,72856,75935,148791,2,11,13
"2024","7",에어서울,416,415,831,77098,80168,157266,42,8,50
"2024","7",에어아시아 버하드,31,31,62,4986,5158,10144,0,0,0
"2024","7",에어아시아엑스,39,39,78,10739,12128,22867,230,303,533
"2024","7",에어인디아 리미티드,17,17,34,3071,3717,6788,136,205,341
"2024","7",에어인천,168,170,338,0,0,0,2239,1594,3833
"2024","7",에어재팬,31,31,62,6600,6152,12752,145,76,220
"2024","7",에어캐나다,80,80,160,25799,26532,52331,617,731,1348
"2024","7",에어프레미아,122,122,244,32620,35872,68492,783,1195,1978
"2024","7",에어홍콩,26,27,53,0,0,0,1122,1202,2324
"2024","7",에티오피아항공,66,66,132,5519,5618,11137,929,450,1380
"2024","7",에티하드 항공,49,49,98,12718,12006,24724,426,787,1213
"2024","7",우즈베키스탄항공,31,31,62,6940,7366,14306,23,239,262
"2024","7",원통화물항공,52,52,104,0,0,0,1020,147,1166
"2024","7",웨스트젯,13,13,26,3881,4077,7958,3,217,220
"2024","7",유나이티드항공,61,61,122,13092,16116,29208,183,926,1110
"2024","7",유피에스항공,122,123,245,0,0,0,1584,2370,3954
"2024","7",이스타항공,397,395,792,65587,69085,134672,0,0,0
"2024","7",일본항공,22,22,44,0,0,0,392,741,1133
"2024","7",장쑤징동화물항공,13,13,26,0,0,0,178,4,182
"2024","7",전일본공수,26,26,52,0,0,0,761,735,1496
"2024","7",제주항공,1734,1731,3465,273380,287648,561028,1356,1128,2484
"2024","7",젯스타,29,30,59,7142,9249,16391,14,200,214
"2024","7",중국국제항공,299,299,598,46170,47844,94014,480,117,597
"2024","7",중국남방항공,493,493,986,65144,71832,136976,499,133,632
"2024","7",중국동방항공,599,599,1198,79331,81384,160715,1058,504,1562
"2024","7",중국센트럴항공,44,44,88,0,0,0,619,183,803
"2024","7",중국연합항공,9,9,18,1495,1512,3007,0,0,0
"2024","7",중국우정항공,20,20,40,0,0,0,164,191,354
"2024","7",중국화물항공,11,11,22,0,0,0,971,594,1565
"2024","7",중화항공,91,91,182,14972,19858,34830,483,406,889
"2024","7",진에어,998,1000,1998,207340,216176,423516,624,780,1404
"2024","7",집에어,31,31,62,7801,6999,14800,199,205,403
"2024","7",천진항공,27,27,54,3461,3360,6821,5,0,5
"2024","7",천진화물항공,21,21,42,0,0,0,275,17,292
"2024","7",청도항공,29,29,58,4075,4254,8329,29,3,32
"2024","7",춘추항공,35,35,70,5578,5521,11099,4,3,7
"2024","7",카고룩스 이탈리아 항공,15,15,30,0,0,0,611,697,1308
"2024","7",카고룩스항공,12,12,24,0,0,0,509,817,1326
"2024","7",카놋샤크,9,9,18,1324,1152,2476,0,0,0
"2024","7",카타르항공,52,52,104,11726,12237,23963,1183,2074,3257
"2024","7",칼리타항공,100,98,198,0,0,0,2391,823,3214
"2024","7",캐세이퍼시픽항공,136,136,272,27321,30921,58242,1131,789,1920
"2024","7",콴타스항공,13,13,26,2489,3726,6215,14,82,95
"2024","7",타이거에어 타이완,31,31,62,5074,3658,8732,2,38,41
"2024","7",타이에어아시아엑스,44,45,89,12860,14672,27532,380,230,611
"2024","7",타이항공,91,91,182,14918,21434,36352,870,626,1496
"2024","7",터키항공,57,57,114,15101,13409,28510,1197,1619,2817
"2024","7",투르크메니스탄,5,5,10,0,0,0,57,174,231
"2024","7",티웨이항공,1026,1029,2055,191870,199668,391538,673,545,1218
"2024","7",폴라에어카고,59,60,119,0,0,0,1889,2934,4824
"2024","7",폴란드항공,44,44,88,10766,9490,20256,167,418,585
"2024","7",피치항공,155,155,310,24975,23480,48455,0,10,10
"2024","7",핀에어,31,31,62,9580,9463,19043,546,421,967
"2024","7",필리핀에어아시아,31,31,62,3908,4949,8857,2,8,10
"2024","7",필리핀항공,117,117,234,19438,23696,43134,16,170,185
"2024","7",하와이안 항공,22,22,44,4437,6019,10456,16,287,303
"2024","7",홍콩익스프레스,92,92,184,14739,14644,29383,18,13,31
"2024","7",홍콩항공,29,29,58,4425,4903,9328,113,14,127
"2024","7",FedEX항공,157,157,314,0,0,0,3118,2894,6013
"2024","7",KLM네덜란드항공,23,23,46,7858,7714,15572,350,354,704
"2024","7",MY FREIGHTER AIRLINES,2,2,4,0,0,0,5,52,57
"2024","8",가루다인도네시아,54,54,108,12998,11259,24257,175,330,505
"2024","8",그레이터베이항공,31,31,62,4023,4789,8812,18,13,32
"2024","8",내셔널항공,1,1,2,0,0,0,0,99,99
"2024","8",대한항공,4013,4010,8023,741307,693269,1434576,52796,54127,106923
"2024","8",델타항공,155,158,313,37724,45731,83455,131,1066,1196
"2024","8",라오항공,23,23,46,2591,2364,4955,19,5,25
"2024","8",로얄브루나이항공,13,13,26,1056,849,1905,0,13,13
"2024","8",롱하오항공,37,37,74,0,0,0,513,217,730
"2024","8",루프트한자 독일항공,72,73,145,16542,16130,32672,754,1045,1799
"2024","8",말레이시아 항공,40,40,80,9823,7365,17188,373,474,847
"2024","8",몽골항공,102,102,204,23959,22925,46884,41,263,304
"2024","8",미얀마국제항공,14,14,28,1616,1193,2809,7,6,12
"2024","8",미얀마항공,6,6,12,885,20,905,1,3,4
"2024","8",바틱 에어 말레이시아,31,31,62,5179,4158,9337,5,23,28
"2024","8",베트남항공,186,186,372,44120,40467,84587,1198,894,2092
"2024","8",비엣젯항공,465,464,929,94637,78891,173528,526,88,614
"2024","8",사천항공,14,14,28,2145,2023,4168,0,14,14
"2024","8",산동항공,310,309,619,46973,42975,89948,435,34,469
"2024","8",상하이항공,31,31,62,4883,4517,9400,16,2,18
"2024","8",샤먼항공,62,62,124,9275,7488,16763,35,15,50
"2024","8",세부퍼시픽항공,93,93,186,18939,14740,33679,33,160,193
"2024","8",순풍항공,4,4,8,0,0,0,9,6,15
"2024","8",스리랑카항공,8,8,16,2081,1115,3196,71,107,178
"2024","8",스위스 국제항공,13,13,26,2712,2622,5334,183,135,318
"2024","8",스카이 앙코르 항공,17,17,34,2729,2084,4813,2,2,3
"2024","8",스쿠트 항공,36,36,72,12109,11192,23301,90,82,172
"2024","8",실크웨이웨스트항공,8,8,16,0,0,0,460,853,1313
"2024","8",심천항공,66,66,132,9267,9134,18401,69,8,77
"2024","8",싱가포르항공,150,150,300,30442,26204,56646,1300,1707,3006
"2024","8",아메리칸항공,31,31,62,6257,8637,14894,84,259,344
"2024","8",아시아나항공,2380,2376,4756,506308,479131,985439,23073,23567,46640
"2024","8",아에로멕시코,29,29,58,6135,6391,12526,22,136,158
"2024","8",아틀라스항공,176,197,373,0,0,0,2351,306,2657
"2024","8",에미레이트항공,44,44,88,17805,16731,34536,510,462,973
"2024","8",에바항공,89,89,178,18786,17871,36657,483,374,857
"2024","8",에어 아스타나,40,40,80,7096,6527,13623,14,146,160
"2024","8",에어 프랑스,31,31,62,10759,10458,21217,467,483,950
"2024","8",에어로 몽골리아,30,30,60,4097,3465,7562,0,0,0
"2024","8",에어로로직,41,41,82,0,0,0,1966,158,2124
"2024","8",에어로케이항공,52,52,104,8576,7402,15978,0,0,0
"2024","8",에어마카오,62,62,124,7426,7132,14558,63,7,70
"2024","8",에어부산,362,362,724,71254,66360,137614,5,11,16
"2024","8",에어서울,413,413,826,77096,73975,151071,71,2,73
"2024","8",에어아시아 버하드,31,31,62,5141,4750,9891,0,0,0
"2024","8",에어아시아엑스,40,40,80,13652,10941,24593,201,280,481
"2024","8",에어인디아 리미티드,18,18,36,4129,3262,7391,52,171,224
"2024","8",에어인천,124,122,246,0,0,0,1714,1322,3037
"2024","8",에어재팬,30,30,60,8354,6203,14557,120,38,158
"2024","8",에어캐나다,79,79,158,23812,26645,50457,389,676,1066
"2024","8",에어프레미아,118,118,236,31288,33762,65050,656,1143,1799
"2024","8",에어홍콩,27,27,54,0,0,0,1176,1149,2325
"2024","8",에티오피아항공,66,66,132,5653,4435,10088,1055,340,1394
"2024","8",에티하드 항공,48,49,97,13296,12230,25526,420,762,1182
"2024","8",우즈베키스탄항공,31,31,62,7444,7286,14730,23,254,277
"2024","8",원통화물항공,47,47,94,0,0,0,968,303,1272
"2024","8",웨스트젯,14,14,28,4253,4427,8680,5,195,200
"2024","8",유나이티드항공,62,62,124,11728,16027,27755,293,925,1218
"2024","8",유피에스항공,126,126,252,0,0,0,1424,2894,4319
"2024","8",이스타항공,448,443,891,73184,68186,141370,0,0,0
"2024","8",일본항공,22,22,44,0,0,0,385,631,1016
"2024","8",장쑤징동화물항공,14,14,28,0,0,0,217,1,218
"2024","8",전일본공수,26,26,52,0,0,0,711,704,1414
"2024","8",제주항공,1704,1694,3398,280453,265052,545505,1048,838,1886
"2024","8",젯스타,31,31,62,9291,8594,17885,17,239,256
"2024","8",중국국제항공,314,314,628,50165,46275,96440,419,106,524
"2024","8",중국남방항공,509,509,1018,79438,74626,154064,519,118,637
"2024","8",중국동방항공,619,620,1239,95244,88278,183522,1070,484,1555
"2024","8",중국센트럴항공,37,37,74,0,0,0,550,172,722
"2024","8",중국연합항공,9,9,18,1499,1485,2984,0,0,0
"2024","8",중국우정항공,24,24,48,0,0,0,220,170,390
"2024","8",중국화물항공,12,12,24,0,0,0,1038,643,1680
"2024","8",중화항공,93,93,186,17811,17451,35262,485,407,892
"2024","8",진에어,1101,1097,2198,230944,217034,447978,808,733,1540
"2024","8",집에어,30,30,60,8035,6541,14576,204,170,373
"2024","8",천진항공,19,19,38,2842,2556,5398,3,1,4
"2024","8",천진화물항공,31,31,62,0,0,0,468,1,469
"2024","8",청도항공,31,31,62,4675,4178,8853,15,5,19
"2024","8",춘추항공,35,35,70,6161,5826,11987,4,3,8
"2024","8",카고룩스 이탈리아 항공,12,12,24,0,0,0,559,485,1044
"2024","8",카고룩스항공,14,14,28,0,0,0,492,977,1469
"2024","8",카놋샤크,9,9,18,1700,1388,3088,0,0,0
"2024","8",카타르항공,53,53,106,12969,13031,26000,1369,1833,3202
"2024","8",칼리타항공,102,100,202,0,0,0,1479,657,2136
"2024","8",캐세이퍼시픽항공,131,131,262,33611,30651,64262,997,775,1773
"2024","8",콴타스항공,14,14,28,3985,3191,7176,4,101,106
"2024","8",타이거에어 타이완,31,31,62,5340,3823,9163,5,22,27
"2024","8",타이에어아시아엑스,44,44,88,13938,12018,25956,267,218,485
"2024","8",타이항공,93,93,186,23453,19006,42459,1056,651,1707
"2024","8",터키항공,57,57,114,16613,14202,30815,1229,1492,2721
"2024","8",투르크메니스탄,4,4,8,0,0,0,54,123,177
"2024","8",티웨이항공,1043,1041,2084,199153,189612,388765,735,571,1306
"2024","8",폴라에어카고,52,53,105,0,0,0,2075,2591,4666
"2024","8",폴란드항공,43,43,86,10818,10381,21199,130,404,534
"2024","8",피치항공,155,155,310,25258,23255,48513,0,8,8
"2024","8",핀에어,31,31,62,9750,9584,19334,670,426,1096
"2024","8",필리핀에어아시아,31,31,62,4639,4061,8700,4,6,11
"2024","8",필리핀항공,123,123,246,23177,20152,43329,13,146,159
"2024","8",하와이안 항공,22,22,44,4953,5770,10723,15,280,295
"2024","8",홍콩익스프레스,93,93,186,16721,17264,33985,21,7,27
"2024","8",홍콩항공,31,31,62,4515,4131,8646,46,8,54
"2024","8",FedEX항공,156,157,313,0,0,0,3228,3057,6285
"2024","8",GM,2,0,2,0,0,0,3,0,3
"2024","8",KLM네덜란드항공,27,27,54,8752,8877,17629,450,408,858
"2024","8",MY FREIGHTER AIRLINES,1,1,2,0,0,0,0,40,40
"2024","9",가루다인도네시아,51,51,102,10948,10598,21546,175,322,497
"2024","9",그레이터베이항공,33,33,66,3605,4596,8201,19,7,26
"2024","9",내셔널항공,2,2,4,0,0,0,0,188,188
"2024","9",대한항공,3936,3932,7868,664113,673719,1337832,50713,52452,103165
"2024","9",델타항공,148,150,298,33729,38021,71750,130,1234,1364
"2024","9",라오항공,21,21,42,2104,2272,4376,26,4,30
"2024","9",로얄브루나이항공,12,12,24,1073,986,2059,0,4,4
"2024","9",롱하오항공,39,39,78,0,0,0,571,288,859
"2024","9",루프트한자 독일항공,82,81,163,15574,16112,31686,848,1305,2153
"2024","9",말레이시아 항공,30,30,60,7410,7129,14539,284,380,664
"2024","9",몽골항공,65,65,130,14255,11354,25609,32,275,308
"2024","9",미얀마국제항공,15,15,30,1527,1182,2709,5,5,10
"2024","9",미얀마항공,1,1,2,152,16,168,1,1,1
"2024","9",바틱 에어 말레이시아,30,30,60,4683,4119,8802,2,7,9
"2024","9",베트남항공,180,180,360,36861,39245,76106,1167,790,1957
"2024","9",비엣젯항공,448,448,896,76889,66188,143077,428,81,509
"2024","9",사천항공,12,12,24,1741,1524,3265,0,14,14
"2024","9",산동항공,300,299,599,41793,35219,77012,404,32,437
"2024","9",상하이항공,29,29,58,4221,4045,8266,14,1,14
"2024","9",샤먼항공,60,60,120,7137,5424,12561,36,29,65
"2024","9",세부퍼시픽항공,80,80,160,16180,14448,30628,53,209,262
"2024","9",순풍항공,18,17,35,0,0,0,265,34,299
"2024","9",스리랑카항공,9,9,18,1576,1355,2931,118,114,232
"2024","9",스위스 국제항공,13,13,26,2725,2714,5439,130,154,284
"2024","9",스카이 앙코르 항공,14,14,28,1828,2001,3829,4,2,7
"2024","9",스쿠트 항공,34,34,68,10524,10410,20934,112,150,262
"2024","9",실크웨이웨스트항공,8,8,16,0,0,0,471,797,1268
"2024","9",심천항공,65,65,130,8114,7445,15559,72,9,81
"2024","9",싱가포르항공,144,144,288,31446,31100,62546,1418,1676,3094
"2024","9",아메리칸항공,30,30,60,7092,8159,15251,100,283,383
"2024","9",아시아나항공,2327,2323,4650,454701,469888,924589,23418,24322,47741
"2024","9",아에로멕시코,30,30,60,6699,6398,13097,40,222,262
"2024","9",아틀라스항공,177,208,385,0,0,0,2272,1051,3322
"2024","9",에미레이트항공,43,44,87,16074,18403,34477,558,648,1206
"2024","9",에바항공,100,100,200,20752,21444,42196,490,434,924
"2024","9",에어 아스타나,34,34,68,5792,4893,10685,9,111,119
"2024","9",에어 프랑스,30,30,60,9499,9881,19380,441,470,911
"2024","9",에어로 몽골리아,26,26,52,2801,1826,4627,0,0,0
"2024","9",에어로로직,39,40,79,0,0,0,2413,294,2707
"2024","9",에어로케이항공,55,55,110,8081,7935,16016,0,0,0
"2024","9",에어마카오,49,49,98,6299,6040,12339,56,7,64
"2024","9",에어부산,348,347,695,66500,70117,136617,6,22,28
"2024","9",에어서울,396,395,791,71745,73911,145656,75,47,123
"2024","9",에어아시아 버하드,30,30,60,4460,4044,8504,0,0,0
"2024","9",에어아시아엑스,43,43,86,14643,13232,27875,217,333,550
"2024","9",에어인디아 리미티드,17,17,34,3629,3650,7279,76,196,272
"2024","9",에어인천,106,107,213,0,0,0,1536,1325,2861
"2024","9",에어재팬,30,30,60,7000,6498,13498,148,117,264
"2024","9",에어캐나다,73,73,146,20224,21201,41425,278,544,822
"2024","9",에어프레미아,119,120,239,31972,34184,66156,857,1204,2061
"2024","9",에어홍콩,24,24,48,0,0,0,1038,1026,2064
"2024","9",에티오피아항공,63,63,126,4965,4921,9886,967,313,1280
"2024","9",에티하드 항공,48,47,95,12198,12430,24628,556,735,1291
"2024","9",우즈베키스탄항공,30,30,60,7178,7108,14286,28,281,309
"2024","9",원통화물항공,45,45,90,0,0,0,929,408,1337
"2024","9",웨스트젯,13,13,26,4061,4080,8141,10,165,175
"2024","9",유나이티드항공,58,58,116,12671,13666,26337,283,744,1027
"2024","9",유피에스항공,123,125,248,0,0,0,1497,2890,4387
"2024","9",이스타항공,454,454,908,70932,74139,145071,0,0,0
"2024","9",일본항공,19,19,38,0,0,0,340,683,1023
"2024","9",장쑤징동화물항공,12,12,24,0,0,0,206,2,207
"2024","9",전일본공수,24,24,48,0,0,0,717,727,1444
"2024","9",제주항공,1581,1574,3155,244180,248871,493051,886,762,1649
"2024","9",젯스타,30,30,60,9011,8296,17307,28,228,256
"2024","9",중국국제항공,277,277,554,41433,35201,76634,580,128,708
"2024","9",중국남방항공,490,490,980,68365,62688,131053,594,120,714
"2024","9",중국동방항공,591,590,1181,80442,69826,150268,921,477,1398
"2024","9",중국센트럴항공,44,44,88,0,0,0,628,219,846
"2024","9",중국연합항공,5,5,10,802,655,1457,0,0,0
"2024","9",중국우정항공,16,16,32,0,0,0,135,144,279
"2024","9",중국화물항공,12,12,24,0,0,0,1039,560,1600
"2024","9",중화항공,94,94,188,17307,19843,37150,492,543,1034
"2024","9",진에어,929,925,1854,189589,189883,379472,739,828,1568
"2024","9",집에어,30,30,60,7986,7408,15394,224,231,455
"2024","9",천진항공,19,19,38,2657,2089,4746,4,10,14
"2024","9",천진화물항공,42,42,84,0,0,0,647,7,655
"2024","9",청도항공,30,30,60,4499,3701,8200,15,3,18
"2024","9",춘추항공,26,26,52,4223,3673,7896,6,3,9
"2024","9",카고룩스 이탈리아 항공,14,14,28,0,0,0,697,625,1323
"2024","9",카고룩스항공,13,13,26,0,0,0,535,924,1459
"2024","9",카놋샤크,9,9,18,1750,974,2724,0,0,0
"2024","9",카타르항공,49,49,98,12111,12386,24497,1504,1663,3167
"2024","9",칼리타항공,89,91,180,0,0,0,1195,1748,2943
"2024","9",캐세이퍼시픽항공,126,126,252,27523,25822,53345,1105,747,1852
"2024","9",콴타스항공,12,12,24,3509,3023,6532,16,80,96
"2024","9",타이거에어 타이완,30,30,60,4272,3751,8023,4,18,22
"2024","9",타이에어아시아엑스,36,36,72,9748,8737,18485,259,199,458
"2024","9",타이항공,90,90,180,16238,17241,33479,997,599,1596
"2024","9",터키항공,56,56,112,14020,14542,28562,1091,1589,2679
"2024","9",투르크메니스탄,4,4,8,0,0,0,58,174,232
"2024","9",티웨이항공,991,989,1980,173599,177545,351144,804,568,1371
"2024","9",폴라에어카고,58,56,114,0,0,0,1901,1878,3779
"2024","9",폴란드항공,42,42,84,9400,10763,20163,186,377,562
"2024","9",피치항공,152,152,304,22569,21634,44203,0,7,7
"2024","9",핀에어,29,29,58,8379,8910,17289,611,385,996
"2024","9",필리핀에어아시아,30,30,60,4053,3843,7896,3,6,9
"2024","9",필리핀항공,90,88,178,13423,14806,28229,20,155,175
"2024","9",하와이안 항공,22,22,44,4931,5037,9968,28,281,309
"2024","9",홍콩익스프레스,86,86,172,12268,11248,23516,22,10,32
"2024","9",홍콩항공,20,20,40,2823,2512,5335,19,11,30
"2024","9",FedEX항공,146,145,291,0,0,0,2802,2753,5555
"2024","9",KLM네덜란드항공,26,26,52,7733,8106,15839,388,352,740
"2024","9",MY FREIGHTER AIRLINES,1,1,2,0,0,0,1,37,38
"2024","9",ZP,1,1,2,0,0,0,12,0,12
"2024","10",가루다인도네시아,53,53,106,11389,10812,22201,188,365,554
"2024","10",그레이터베이항공,33,33,66,4120,5056,9176,22,14,36
"2024","10",길상항공,7,7,14,672,751,1423,0,0,0
"2024","10",내셔널항공,3,3,6,0,0,0,0,302,302
"2024","10",대한항공,4025,4022,8047,718163,705121,1423284,54342,55900,110242
"2024","10",델타항공,154,157,311,38488,37868,76356,144,1638,1782
"2024","10",라오항공,31,31,62,3481,3538,7019,28,7,35
"2024","10",로얄브루나이항공,14,14,28,1509,1460,2969,5,11,16
"2024","10",롱하오항공,40,40,80,0,0,0,642,415,1057
"2024","10",루프트한자 독일항공,83,83,166,16152,15985,32137,1161,1664,2825
"2024","10",말레이시아 항공,36,36,72,8713,8316,17029,351,472,823
"2024","10",몽골항공,53,54,107,9666,8122,17788,53,263,316
"2024","10",미얀마국제항공,14,14,28,1196,1368,2564,5,5,10
"2024","10",미얀마항공,2,2,4,290,9,299,1,1,2
"2024","10",바틱 에어 말레이시아,31,31,62,4954,3959,8913,1,20,21
"2024","10",베트남항공,186,186,372,38288,41059,79347,1156,962,2118
"2024","10",비엣젯항공,462,462,924,83841,72836,156677,496,121,617
"2024","10",사천항공,14,14,28,1963,1965,3928,1,15,16
"2024","10",산동항공,289,291,580,37390,39294,76684,473,25,499
"2024","10",상하이항공,32,32,64,4428,4616,9044,20,0,20
"2024","10",샤먼항공,61,61,122,5675,5477,11152,48,25,73
"2024","10",세부퍼시픽항공,89,89,178,18878,15522,34400,60,210,270
"2024","10",순풍항공,16,17,33,0,0,0,231,92,323
"2024","10",스리랑카항공,9,8,17,1393,1225,2618,94,93,187
"2024","10",스위스 국제항공,10,10,20,2116,2016,4132,82,125,206
"2024","10",스카이 앙코르 항공,15,15,30,2001,1622,3623,3,3,6
"2024","10",스쿠트 항공,35,35,70,11883,10966,22849,111,186,298
"2024","10",실크웨이웨스트항공,9,9,18,0,0,0,492,809,1301
"2024","10",심천항공,66,66,132,8658,8490,17148,91,7,98
"2024","10",싱가포르항공,151,152,303,38614,38139,76753,1506,2224,3730
"2024","10",아메리칸항공,31,31,62,8312,8649,16961,109,322,431
"2024","10",아시아나항공,2420,2417,4837,504314,503383,1007697,25263,26136,51399
"2024","10",아에로멕시코,31,31,62,6822,6548,13370,37,251,288
"2024","10",아틀라스항공,167,187,354,0,0,0,2938,853,3791
"2024","10",안토노프항공,0,1,1,0,0,0,0,42,42
"2024","10",에미레이트항공,44,43,87,19098,17948,37046,470,583,1053
"2024","10",에바항공,94,94,188,23404,22930,46334,573,571,1144
"2024","10",에어 뉴질랜드,1,1,2,236,236,472,0,14,15
"2024","10",에어 아스타나,31,31,62,5193,4580,9773,12,126,138
"2024","10",에어 프랑스,31,31,62,10562,9375,19937,425,443,869
"2024","10",에어로 몽골리아,21,21,42,2132,1971,4103,0,0,0
"2024","10",에어로로직,39,39,78,0,0,0,2509,242,2751
"2024","10",에어로케이항공,59,57,116,9045,8224,17269,0,0,0
"2024","10",에어마카오,62,62,124,8028,8428,16456,75,13,88
"2024","10",에어부산,359,359,718,74312,72720,147032,8,14,22
"2024","10",에어서울,408,408,816,77567,77155,154722,94,8,102
"2024","10",에어아시아 버하드,29,28,57,3736,3212,6948,0,0,0
"2024","10",에어아시아엑스,45,45,90,15693,12999,28692,168,314,482
"2024","10",에어인디아 리미티드,18,18,36,3887,4197,8084,73,195,268
"2024","10",에어인천,124,124,248,0,0,0,1685,1578,3263
"2024","10",에어재팬,31,31,62,8513,6192,14705,173,119,292
"2024","10",에어캐나다,73,73,146,21785,20774,42559,346,665,1011
"2024","10",에어프레미아,121,121,242,32872,31990,64862,840,1297,2137
"2024","10",에어홍콩,26,26,52,0,0,0,1074,1109,2183
"2024","10",에티오피아항공,66,66,132,5702,4850,10552,1145,430,1575
"2024","10",에티하드 항공,48,49,97,13130,12352,25482,547,805,1352
"2024","10",우즈베키스탄항공,30,30,60,7456,6928,14384,33,300,333
"2024","10",원통화물항공,43,43,86,0,0,0,938,581,1519
"2024","10",웨스트젯,13,13,26,4133,4092,8225,2,160,162
"2024","10",유나이티드항공,62,62,124,15241,13856,29097,271,918,1189
"2024","10",유피에스항공,129,129,258,0,0,0,1441,2878,4319
"2024","10",이스타항공,511,502,1013,83167,81358,164525,0,0,0
"2024","10",일본항공,21,21,42,0,0,0,359,709,1069
"2024","10",장쑤징동화물항공,13,13,26,0,0,0,210,3,214
"2024","10",전일본공수,27,27,54,0,0,0,776,830,1606
"2024","10",제주항공,1660,1658,3318,265115,258503,523618,1084,951,2034
"2024","10",젯스타,31,30,61,8670,8882,17552,72,247,319
"2024","10",중국국제항공,286,286,572,35109,37932,73041,206,109,315
"2024","10",중국남방항공,466,466,932,60288,65545,125833,557,125,682
"2024","10",중국동방항공,559,560,1119,69755,73315,143070,1121,477,1599
"2024","10",중국센트럴항공,44,44,88,0,0,0,623,268,891
"2024","10",중국우정항공,12,12,24,0,0,0,159,134,293
"2024","10",중국해남항공,1,1,2,36,19,55,2,0,2
"2024","10",중국화물항공,12,12,24,0,0,0,1082,478,1559
"2024","10",중화항공,93,91,184,21399,21314,42713,563,540,1103
"2024","10",진에어,976,972,1948,214747,209676,424423,892,887,1779
"2024","10",집에어,31,31,62,8397,7774,16171,237,232,468
"2024","10",천진항공,17,17,34,1630,1655,3285,2,4,6
"2024","10",천진화물항공,22,22,44,0,0,0,362,27,389
"2024","10",청도항공,31,31,62,4533,4474,9007,22,4,26
"2024","10",춘추항공,27,27,54,3960,4049,8009,5,3,8
"2024","10",카고룩스 이탈리아 항공,13,13,26,0,0,0,774,573,1347
"2024","10",카고룩스항공,13,13,26,0,0,0,413,902,1315
"2024","10",카놋샤크,9,9,18,1312,603,1915,0,14,14
"2024","10",카타르항공,53,52,105,12972,12402,25374,1246,1973,3219
"2024","10",칼리타항공,93,92,185,0,0,0,1635,1585,3220
"2024","10",캐세이퍼시픽항공,137,136,273,33298,35417,68715,1422,773,2195
"2024","10",콴타스항공,15,15,30,4151,4217,8368,43,115,158
"2024","10",타이거에어 타이완,30,31,61,5118,4231,9349,5,20,24
"2024","10",타이에어아시아엑스,60,59,119,15055,13244,28299,117,24,141
"2024","10",타이항공,93,93,186,23847,24200,48047,923,868,1791
"2024","10",터키항공,56,55,111,16498,14326,30824,1048,1588,2636
"2024","10",투르크메니스탄,4,4,8,0,0,0,74,177,252
"2024","10",티웨이항공,1062,1060,2122,192126,184078,376204,824,654,1477
"2024","10",폴라에어카고,56,57,113,0,0,0,1693,1902,3594
"2024","10",폴란드항공,42,42,84,10667,8866,19533,156,442,599
"2024","10",피치항공,156,156,312,25464,23199,48663,0,10,10
"2024","10",핀에어,31,31,62,9589,8649,18238,610,436,1045
"2024","10",필리핀에어아시아,33,32,65,5059,4175,9234,3,8,11
"2024","10",필리핀항공,80,80,160,14560,14303,28863,20,216,236
"2024","10",하와이안 항공,21,21,42,5177,5227,10404,26,317,343
"2024","10",홍콩익스프레스,93,93,186,16477,16726,33203,20,26,47
"2024","10",홍콩항공,25,25,50,3796,3733,7529,19,8,26
"2024","10",FedEX항공,157,158,315,0,0,0,2941,3225,6166
"2024","10",KLM네덜란드항공,24,24,48,7785,7458,15243,404,361,765
"2024","10",MY FREIGHTER AIRLINES,2,3,5,0,0,0,4,137,141
"2024","11",가루다인도네시아,55,55,110,10821,10495,21316,178,544,721
"2024","11",그레이터베이항공,29,29,58,3791,4573,8364,27,23,49
"2024","11",길상항공,9,9,18,906,815,1721,0,0,0
"2024","11",내셔널항공,1,1,2,0,0,0,0,100,100
"2024","11",대한항공,3831,3839,7670,683019,701614,1384633,52396,55373,107769
"2024","11",델타항공,151,152,303,35610,37475,73085,150,1447,1597
"2024","11",라오항공,31,30,61,3454,3931,7385,33,6,39
"2024","11",로얄브루나이항공,13,13,26,1135,1314,2449,5,12,17
"2024","11",롱하오항공,38,38,76,0,0,0,598,413,1010
"2024","11",루프트한자 독일항공,81,81,162,13543,14908,28451,958,1359,2317
"2024","11",말레이시아 항공,34,34,68,6998,8016,15014,355,537,892
"2024","11",몽골항공,52,51,103,7896,8700,16596,58,239,297
"2024","11",미얀마국제항공,14,14,28,1187,1379,2566,4,6,10
"2024","11",미얀마항공,5,5,10,696,17,713,2,2,4
"2024","11",바틱 에어 말레이시아,30,30,60,4151,4121,8272,1,43,44
"2024","11",베트남항공,180,180,360,36627,43491,80118,1108,906,2014
"2024","11",비엣젯항공,450,452,902,83110,86207,169317,465,90,555
"2024","11",사천항공,13,13,26,2083,1976,4059,0,12,12
"2024","11",산동항공,243,243,486,33696,33270,66966,385,18,402
