English_City,Korean_City,Time_Difference_vs_Seoul_Hours
SaltLake,솔트레이크,-15
Brno,브르노,-7
Linz,린츠,-7
Le Touquet,르 투케,-7
Bejaia,베자이아,-7
Cherkasy,체르카시,-7
Geneina,게네이나,-7
Janakpur,자나크푸르,-3.75
Talas,탈라스,-4
Chevery,쉐베리,-13
Warri,와리,-8
Garowe,가로웨,-6
Sauoarkrokur,사우다르크로쿠르,-9
Sankt Peter-Ording,장크트 페터 오르딩,-7
Zilina,질리나,-7
Hebron,헤브론,-13
Ciudad Obregon,시우다드 오브레곤,-16
Vilhelmina,빌헬미나,-7
Enggano Island,엥가노 제도,-2
Cardiff,카디프,-8
Tahuna,타후나,-1
Lamidanda,라미단다,-3.75
Butembo,부템보,-7
McCook,매쿡,-15
Sabetta,사베타,-4
Hong Kong,홍콩,-1
Washington,워싱턴,-13
Cacoal,카코알,-13
Mountain Home,마운틴 홈,-15
Tak,탁,-2
Strasbourg,스트라스부르,-7
Rankin Inlet,랭킨 인렛,-14
Danville,댄빌,-13
Vail/Eagle,베일/이글,-15
Melak,멜락,-2
FaroeIs,페로 제도,-9
Marana,마라나,-16
Blagoveshchensk,블라고베셴스크,+0
Gamba,감바,-8
Malabo,말라보,-8
NhaTrang,냐짱,-2
Cotabato,코타바토,-1
Emae Island,에마에 제도,+2
Trail,트레일,-16
Shakhtyorsk,샤흐툐르스크,+1
Jundiai,준지아이,-12
Noumea,누메아,+2
Port Hedland,포트 헤들랜드,-1
Nanchang,난창,-1
Grand Rapids,그랜드 래피즈,-14
Graciosa,그라시오사,-9
Bridgewater,브리지워터,-13
San Salvador Island,산 살바도르 제도,-14
Muan,무안,+0
Jaluit Island,잘루이트 제도,+3
San Jose de Chiquitos,산호세 데 치키토스,-13
Nogliki,노글리키,+2
San Borja,산 보르하,-13
Barcelos,바르셀루스,-13
Greenville,그린빌,-13
Port-au-Prince,포르토프랭스,-14
Tumbang Samba,툼방 삼바,-2
Alexandroupoli,알렉산드루폴리,-7
Kao,카오,+2
Chumphon,춤폰,-2
Tangshan,탕산,-1
Cut Bank,컷 뱅크,-15
Milikapiti,밀리카피티,+0.5
Pedro Juan Caballero,페드로 후안 카바예로,-13
Camagey,카마구에이,-14
Zintan,진탄,-7
Chokurdakh,초쿠르다흐,+0
Glendive,글렌다이브,-15
Ho,호,-8
Matamoros,마타모로스,-15
Kirovsk-Apatity,키롭스크-아파티티,-6
Chenega,체네가,-17
Cagayan de Oro,카가얀데오로,-1
Kumasi,쿠마시,-8
Lexington,렉싱턴,-13
Cahokia,카호키아,-14
Coconut Island,코코넛 아일랜드,+1
Paros,파로스,-7
Vidyanagar,비댜나가르,-3.5
Tehuacan,테와칸,-15
Whati,와티,-16
Biratnagar,비라트나가르,-3.75
kotte,코테,-3.5
Lerwick,레르위크,-8
Calvi,칼비,-7
Lingayen,링가옌,-1
Delhi,델리,-3.5
Nantucket,낸터킷,-13
Zhuhai,주하이,-1
Puerto Pina,푸에르토 피냐,-14
Lynn Lake,린 레이크,-15
Del Carmen,델 카르멘,-1
Rizhao,르자오,-1
Lliang,량량,-1
Novokuznetsk,노보쿠즈네츠크,-3
Sacramento,새크라멘토,-16
Lakefield,레이크필드,-14
Gjoa Haven,죠아 헤이븐,-15
Winnipeg,위니펙,-15
Kansas City,캔자스 시티,-15
Altoona,앨투나,-13
Ashgabat,아슈하바트,-4
Benbecula,벤베쿨라,-8
Quixada,키샤다,-12
Islay,아일레이,-8
Laeso,뢰쇠,-7
Huahine,후아히네,-19
Qarn Alam,카른 알람,-5
Mayne Island,메인 아일랜드,-16
Nashville,내슈빌,-14
AlmerIa,알메리아,-7
Bontang,본탕,-1
Tarakan,타라칸,-1
Harlingen,할링겐,-15
Dalaman,달라만,-6
Pasni,파스니,-4
Mayo,마요,-16
Ciudad del Carmen,시우다드 델 카르멘,-15
El Porvenir,엘 포르베니르,-14
Kamalpur,카말푸르,-3
Champaign,샴페인,-14
Sendai,센다이,+0
Resistencia,레시스텐시아,-12
Basankusu,바상쿠수,-8
Charlotte,샬럿,-13
Kozhikode,코지코드,-3.5
Kilwa Masoko,킬와 마소코,-6
Echeng District,어청 구,-1
Rivera,리베라,-12
Burgas,부르가스,-7
Nulato,눌라토,-17
Sola,솔라,+2
Alto RIo Senguer,알토 리오 센구에르,-12
UstNera,우스티네라,+2
Atlanta,애틀랜타,-13
Coffee Point,커피 포인트,-17
oshima,오시마,+0
Mnchengladbach,묀헨글라트바흐,-7
Greenway Sound,그린웨이 사운드,-16
Gracias,그라시아스,-15
Quibdo,키브도,-14
Pori,포리,-7
Gibraltar,지브롤터,-8
Cayo Largo del Sur,카요 라르고 델 수르,-14
Bokpyin,복핀,-2.5
Rota,로타,+1
Cloncurry,클론커리,+1
Shantou,산터우,-1
Surabaya,수라바야,-2
Mendoza,멘도사,-12
Tambov,탐보프,-6
San Jose Island,산호세 섬,-14
Igrim,이그림,-4
Anvik,앤빅,-17
Kangan,칸간,-5.5
Marsa Alam,마르사 알람,-7
Dandong,단둥,-1
Caracas,카라카스,-13
Jinan,지난,-1
Pond Inlet,폰드 인렛,-14
Kunduz,쿤두즈,-4.5
Anshan,안산,-1
Cameron,카메론,-15
Elcho Island,엘초 아일랜드,+0.5
Victoria Falls,빅토리아 폭포,-7
Bardufoss,바르두포스,-7
Dalian,다롄,-1
Corn Islands,콘 제도,-15
St Gallen-Altenrhein,장크트갈렌-알텐라인,-7
San Bernardino,산 베르나르디노,-16
Monbetsu,몬베쓰,+0
Vladikavkaz,블라디카프카스,-6
Lannion,라니옹,-7
Shuozhou,숴저우,-1
Mukah,무카,-1
Limbang,림방,-1
Thiruvananthapuram,티루바난타푸람,-3.5
Qaarsut,카르수트,-12
Chalkyitsik,찰키이치크,-17
Airok,아이록,+3
Ometepe,오메테페,-15
Gorontalo,고론탈로,-1
Nueva Gerona,누에바 헤로나,-14
Harare,하라레,-7
Rio Verde,리우 베르데,-15
Richards Bay,리차즈 베이,-7
Mutare,무타레,-7
Enejit,에네지트,+3
Cumana,쿠마나,-13
Mananjary,마난자리,-6
Kuwait,쿠웨이트,-6
Gwadar,과다르,-4
Suwalki,수바우키,-7
Stephenville,스티븐빌,-12.5
Rockhampton,록햄프턴,+1
Bedwell Harbour,베드웰 하버,-16
Uberaba,우베라바,-12
Praia,프라이아,-10
Salinas,살리나스,-16
Vieques,비에케스,-13
Liberal,리버럴,-15
Koyukuk,코유쿡,-17
CancUn,칸쿤,-14
Kiruna,키루나,-7
Barquisimeto,바르키시메토,-13
Willemstad,빌렘스타트,-13
Tabas,타바스,-5.5
Harbin,하얼빈,-1
Alegrete,알레그레테,-12
Tromso,트롬쇠,-7
Dawadmi,다와드미,-6
Portoviejo,포르토비에호,-14
Kowanyama,코와냐마,+1
Tunis,튀니스,-8
Ratnagiri,랏나기리,-3.5
Lynchburg,린치버그,-13
Montego Bay,몬테고 베이,-14
Koumac,코우마크,+2
Karamay,카라마이,-3
Malakal,말라칼,-6
La Macarena,라 마카레나,-14
Apartado,아파르타도,-14
Kauehi,카우에히,-19
Tres Coracoes,트레스 코라코이스,-12
Learmonth,리어몬스,-1
Karimun Java,카리문 자와,-2
Guiyang,구이양,-1
Schwerin,슈베린,-7
Alghero,알게로,-7
Valledupar,바예두파르,-14
Gangtok,강토크,-3
Penang,페낭,-1
Kalgoorlie,칼굴리,-1
Lubumbashi,루붐바시,-7
Shetland Islands,셰틀랜드 제도,-8
Ponta Pora,폰타 포라,-13
Salto,살토,-12
Cambridge,케임브리지,-13
Andahuaylas,안다와일라스,-14
King Cove,킹 코브,-17
Cartwright,카트라이트,-13
Charlottetown,샬럿타운,-13
Chara,차라,-2
Sandane,산단,-7
Lal-lo,랄로,-1
Bern,베른,-7
St. Johns,세인트 존스,-12.5
Hudaydah,후다이다,-6
Balikesir,발리케시르,-6
Iliamna,일리아나,-17
Elfin Cove,엘핀 코브,-17
Taupo,타우포,+3
Lemnos,렘노스,-7
Lusambo,루삼보,-8
Lancang,란창,-1
Santa Maria,산타 마리아,-12
Nizhnekamsk,니즈네캄스크,-6
Samarinda,사마린다,-1
Bertoua,베르투아,-8
Saint John,세인트 존,-13
Adado,아다도,-6
Qimei,치메이,-1
Khatgal,하트갈,-1
Parintins,파린틴스,-13
Medford,메드퍼드,-16
Mount Keith,마운트 키스,-1
Chengdu,청두,-1
Maewo,마에오,+2
Seldovia,셀도비아,-17
Palenque,팔렌케,-15
Manaus,마나우스,-13
Bacau,바커우,-7
Cortez,코르테즈,-15
Bloemfontein,블룸폰테인,-7
Sanaa,사나아,-6
Ubatuba,우바투바,-12
Kocaeli,코자엘리,-6
Nizhnevartovsk,니즈네바르톱스크,-4
Kalaymyo,칼라이묘,-2.5
Mandera,만데라,-6
Lashkar Gah,라슈카르가,-4.5
Abaiang,아바이앙,+3
Ipoh,이포,-1
Shaoguan,사오관,-1
Gisenyi,기센이,-6
Solovetsky Islands,솔로베츠키 제도,-6
Perm,페름,-5
SeinAjoki,세인아조키,-7
Dunedin,더니든,+3
Ramata Island,라마타 제도,+2
Liege,리에주,-7
Gombe,곰베,-8
Williams Harbour,윌리엄스 하버,-13.5
Cranfield,크랜필드,-8
Midland,미들랜드,-15
Bidar,비다르,-3.5
West Angelas,웨스트 안젤라스,-1
Alexandra,알렉산드라,+3
Mammoth Lakes,매머드 레이크스,-16
Moroni,모로니,-6
DaSoguz,다쇼구즈,-4
Reading,레딩,-8
Nasiriyah,나시리야,-6
Panjgur,판지구르,-4
Labuan,라부안,-1
Wrightstown,라이츠타운,-13
Jinja,진자,-6
Bushehr,부셰르,-5.5
Lubbock,러벅,-15
Monterrey,몬테레이,-15
St. Anthony,세인트 앤서니,-12.5
Sunshine Coast,선샤인 코스트,+1
La Gomera,라 고메라,-9
Gabes,가베스,-8
Jauja,하우하,-14
YacuIba,야쿠이바,-13
Westport,웨스트포트,-13
Chiayi,자이,-1
CanTho,껀터,-2
Stebbins,스테빈스,-18
Dayton,데이턴,-14
Lderitz,뤼데리츠,-8
Cepu,체푸,-2
Phonsavan,폰사반,-2
Corumba,코룸바,-13
Larantuka,라란투카,-2
Cozumel,코수멜,-14
Quaqtaq,콰크탁,-14
Muskoka,머스코카,-14
Arlington,알링턴,-15
Las Vegas,라스베이거스,-16
Straubing,슈트라우빙,-7
Mangaia Island,망가이아 제도,-19
Vallenar,바예나르,-13
St. Lewis,세인트 루이스,-13.5
Croker Island,크로커 아일랜드,+0.5
Craig Cove,크레이그 코브,+2
Victorville,빅터빌,-16
Ile des Pins,일 데 팡,+2
Fonte Boa,폰치 보아,-14
Taveuni,타베우니,+3
Zielona Gora,지에로나 구라,-7
Anglesey,앵글시,-8
Pituffik,피투픽,-13
Tuticorin,투티코린,-3.5
Flores Island,플로레스 제도,-10
Gdansk,그단스크,-7
Taganrog,타간로크,-6
Kaluga,칼루가,-6
Wales,웨일스,-17
Mtwara,음트와라,-6
Unalakleet,우날라클리트,-17
Hassi R'Mel,하시 르멜,-8
Abha,아브하,-6
Muscle Shoals,머슬 쇼얼스,-15
Tobruk,토브룩,-7
Gorgan,고르간,-5.5
Tambolaka,탐볼라카,-1
Bantayan,반타얀,-1
Nema,네마,-8
Ivano-Frankivsk,이바노프란키우스크,-7
Old Crow,올드 크로우,-16
Lincoln,링컨,-15
Abu Dhabi,아부다비,-5
Varna,바르나,-7
In Amenas,인 아메나스,-7
Bhuj,부지,-3.5
Fitiuta,피티우타,-20
Wakkanai,왓카나이,+0
Nansang,난상,-2.5
Coto 47,코토 47,-15
Zanjan,잔잔,-5.5
Nairobi,나이로비,-6
Darbhanga,다르방가,-3.5
Valladolid,바야돌리드,-7
Bhavnagar,바브나가르,-3.5
Cooma,쿠마,+1
Dhaka,다카,-3
Resolute,레졸루트,-15
Enarotali,에나로탈리,+0
ReefIslands,리프 제도,+2
SanPedro,산 페드로,-15
Eindhoven,아인트호벤,-7
Tuy Hoa,투이 호아,-2
Bisha,비샤,-6
Tashkurgan,타슈쿠르간,-3
Redmond,레드먼드,-16
Bishkek,비슈케크,-4
Cali,칼리,-14
Billund,빌룬드,-7
Bursa,부르사,-6
Mulu,물루,-1
Hot Springs,핫 스프링스,-15
Hachijo jima,하치조지마,+0
Pereira,페레이라,-14
Gothenburg,예테보리,-7
Atoifi,아토이피,+2
Key West,키 웨스트,-13
Shannon,섀넌,-8
Rurrenabaque,루레나바케,-13
Platinum,플래티넘,-17
Phoenix,피닉스,-16
Hailar,하이랄,-1
Bronnoysund,브뢴뇌이순,-7
Vanimo,바니모,+1
Danbury,댄버리,-13
Chongjin,청진,+0
Rouyn-Noranda,루앙-노르안다,-14
Manono,마노노,-8
Campo Grande,캄푸 그란데,-13
Savusavu,사부사부,+3
Jiayuguan,자위관,-1
CayeCaulker,케이 코커,-15
Edwards,에드워즈,-15
Vitoria-Gasteiz,비토리아-가스테이스,-7
Sanggu Buntok,상구 분톡,-2
Ulan-Ude,울란우데,-1
Tanjung Redeb,탄중 레뎁,-1
DutchHarb,더치하버,-17
Tampa,탬파,-13
Innsbruck,인스브루크,-7
Cijulang,치줄랑,-2
Trois-Rivieres,트루아리비에르,-13
Bikini Atoll,비키니 아톨,+3
Darab,다라브,-5.5
Awasa,아와사,-6
Morotai Island,모로타이 제도,+0
Hagfors,학포르스,-7
Dubai,두바이,-5
Al Ghaydah,알 가이다,-6
Kaikoura,카이코우라,+3
Mount Gordon Mine,마운트 고든 광산,+1
Lazaro Cardenas,라자로 카르데나스,-15
Akron,애크런,-14
Nelson,넬슨,+3
Bakersfield,베이커스필드,-16
Iquitos,이키토스,-14
Latrobe,래트로브,-13
Camp Springs,캠프 스프링스,-13
Zhob,조브,-4
George,조지,-7
Ciudad del Este,시우다드 델 에스테,-13
Jamestown,제임스타운,-13
Yakutat,야쿠타트,-17
Siuna,시우나,-15
Hotan,허톈,-3
Baicheng,바이청,-1
Andros Town,앤드로스 타운,-14
Walaha,왈라하,+2
Baltimore,볼티모어,-13
Faro,파루,-9
Bintulu,빈툴루,-1
Upernavik,우페르나비크,-12
Soyo,소요,-8
Dumaguete,두마게테,-1
Cochin,코친,-3.5
Mestia,메스티아,-5
Antique,안티크,-1
Toronto,토론토,-14
Quinhagak,퀸하각,-17
Catbalogan,카트발로간,-1
PortGentil,포르장티,-8
Garachine,가라치네,-14
Nome,놈,-17
Semey,세메이,-4
BaieComeau,베이코모,-13
Murcia,무르시아,-7
MbujiMayi,음부지마이,-7
Thompson,톰슨,-15
Meridian,메리디언,-15
Kieta,키에타,+2
Zhoushan,저우산,-1
Taroom,타룸,+1
Makurdi,마쿠르디,-8
Whyalla,와이알라,+0.5
Oki Island,오키 제도,+0
Dessie,데시에,-6
Bilaspur,빌라스푸르,-3.5
Siegen,지겐,-7
Lihir Island,리히르 제도,+2
ValdOr,발도르,-14
Pembrey,펨브리,-8
Trujillo,트루히요,-14
Burlington-Mount Vernon,벌링턴-마운트 버논,-16
Mobile,모빌,-15
Roche Harbor,로체 하버,-16
Gemena,제메나,-8
Jomsom,좀솜,-3.75
Pantnagar,판트나가르,-3.5
Tijuana,티후아나,-16
Sebha,세바,-7
Mombasa,몸바사,-6
Malm,말뫼,-7
Pescara,페스카라,-7
Durham,더럼,-13
Galkayo,갈카요,-6
Sulaymaniyah,술라이마니야,-6
Marakei,마라케이,+3
Elko,엘코,-15
Skukuza,스쿠쿠자,-7
Pukapuka Island,푸카푸카 제도,-19
Dillingham,딜링햄,-17
Jakar,자카르,-3
Ibadan,이바단,-8
Khoy,호이,-5.5
Maradi,마라디,-8
HuangPing,황핑,-1
HUsavIk,후사비크,-9
Hemavan,헤마반,-7
Bissau,비사우,-8
epinal,에피날,-7
Tegucigalpa,테구시갈파,-15
Lizard Island,리자드 아일랜드,+1
Baotou,바오터우,-1
Clinton,클린턴,-14
Campos dos Goytacazes,캄푸스 두스 고이타카제스,-12
Manus Island,마누스 제도,+1
Biloela,빌로엘라,+1
Elrose Mine,엘로스 광산,-1
Amgu,암구,+1
Belmopan,벨모판,-15
Batumi,바투미,-5
Pekanbaru,페칸바루,-2
Jiagedaqi,자가다치,-1
Frankfurt,프랑크푸르트,-7
Dhangadhi,당가디,-3.75
Tanana,타나나,-17
Borkum,보르쿰,-7
Forli,포를리,-7
Fort Wayne,포트 웨인,-14
Jiansanjiang,젠산장,-1
Kigali,키갈리,-6
Puerto Deseado,푸에르토 데세아도,-12
Ljubljana,류블랴나,-7
Kerman,케르만,-5.5
Boigu Island,보이구 제도,+1
Sovetskaya Gavan,소베츠카야 가반,+1
Memphis,멤피스,-14
King Salmon,킹 새먼,-17
Johnstown,존스타운,-13
Killeen,킬린,-15
Oshkosh,오시코시,-14
Klamath Falls,클래머스 폴스,-16
Warangal,와랑갈,-3.5
Jijel,지젤,-7
In Salah,인 살라,-8
Ramingining,라밍기닝,+0.5
Barahona,바라오나,-14
Antsohihy,안초히히,-6
Yogyakarta,족자카르타,-2
Maota,마오타,+2
Vilyuysk,빌류이스크,+0
Zhaotong,자오퉁,-1
Chernivtsi,체르니우치,-7
Edmonton,에드먼턴,-15
Los Roques,로스 로케스,-13
Darnley Island,다안리 제도,+1
Jeki,제키,+2
Jharsuguda,자르수구다,-3.5
Borongan,보롱안,-1
Huaihua,화이화,-1
Tachilek,타칠렉,-2
Luau,루아우,-8
Ranchi,란치,-3.5
Sao Jorge Island,상 조르제 제도,-9
Reus,레우스,-7
Long Pasia,롱 파시아,-1
Kyiv,키이우,-7
Pamplona,팜플로나,-7
Cruz,크루스,-12
San Miguel de Allende,산 미겔 데 아옌데,-15
Kitoi Bay,키토이 베이,-17
Moorea,모레아,-19
Aracati,아라카치,-12
Honiara,호니아라,+2
Rotterdam,로테르담,-7
Hailey-Sun Valley,헤일리-선 밸리,-16
Iwo Jima,이오지마,+0
Gordon,고든,-13
Morlaix,모를레,-7
Allakaket,알라카켓,-17
Longyearbyen,롱위에아르뷔엔,-7
El Tigre,엘 티그레,-13
Provideniya,프로비데니야,-18
Rio Branco,히우 브랑쿠,-14
Fort Nelson,포트 넬슨,-16
Hamilton Island,해밀턴 아일랜드,+1
Jatai,자타이,-13
Huangshan,황산,-1
Bagram,바그람,-4.5
Tasiilaq,타실라크,-12
Pembina,펨비나,-15
Sevastopol,세바스토폴,-7
Cartago,카르타고,-15
Usinsk,우신스크,-5
Oran,오랑,-8
West Point,웨스트 포인트,-17
Uralsk,우랄스크,-5
Tangier,탕헤르,-8
Dili,딜리,-0
Karachi,카라치,-4
Cabinda,카빈다,-8
Basra,바스라,-6
Honolulu,호놀룰루,-19
Brindisi,브린디시,-7
Bathurst Island,배서스트 아일랜드,+0.5
Porlamar,포를라마르,-13
Coimbatore,코임바토르,-3.5
NImes,님,-7
Brus Laguna,브루스 라구나,-15
Redding,레딩,-16
Buenos Aires,부에노스아이레스,-12
Ingolstadt,잉골슈타트,-7
Chos Malal,초스 말랄,-12
Norwich,노리치,-8
MuS,무슈,-6
Rote Island,로테 제도,-1
Invercargill,인버카길,+3
Malolo Lailai,말로로 라일라이,+3
Venetie,베네티,-17
Cascais,카스카이스,-8
Barreiras,바헤이라스,-12
Wonju,원주,+0
Kilimanjaro,킬리만자로,-6
Caticlan,카티클란,-1
Quesnel,퀘스넬,-16
Deoghar,데오가르,-3.5
Kabul,카불,-4.5
Hingurakgoda,힌구라코다,-3.5
In Guezzam,인 게잠,-8
Wuzhou,우저우,-1
Black Tickle,블랙 티클,-12.5
Ciudad Guayana,시우다드 과야나,-13
Thessaloniki,테살로니키,-7
Pittston Township,피츠턴 타운십,-13
Capurgana,카푸르가나,-14
Zephyrhills,제퍼힐즈,-13
Rockport,록포트,-13
Trapani,트라파니,-7
Kugaaruk,쿠가아루크,-15
RIo Mayo,리오 마요,-12
Shigatse,시가체,-1
Handan,한다오,-1
Houston,휴스턴,-15
Elim,엘림,-18
Lewistown,루이스턴,-15
Augsburg,아우크스부르크,-7
Homalin,호말린,-2.5
Puerto Escondido,푸에르토 에스콘디도,-15
Port-Menier,포르메니에,-13
Itanhaem,이타냐잉,-12
Oaxaca,오아하카,-15
Wilhelmshaven,빌헬름스하펜,-7
Saint-Augustin,생 오귀스탱,-13
Ende,엔데,-2
Turukhansk,투루한스크,-4
Torsby,토르스비,-7
Kherson,헤르손,-7
Fort Yukon,포트 유콘,-17
Qabala,가발라,-5
Eagle River,이글 리버,-17
Chignik Lagoon,치그닉 라군,-17
Sylhet,실헷,-3
Tela,텔라,-15
Castres,카스트르,-7
Solent,솔렌트,-8
Sao Vicente,상 비센테,-10
Block Island,블록 아일랜드,-13
Namdrik Atoll,남드릭 아톨,+3
Wenzhou,원저우,-1
Sioux Falls,수폴스,-14
Orange,오렌지,-16
Lusanga,루산가,-8
Khovd,호브드,-1
Mbala,음발라,-7
Xewkija,셰우키아,-7
Teresina,테레시나,-12
Highfill,하이필,-15
Miri,미리,-1
Nukutavake,누쿠타바케,-19
Kramfors-Solleftea,크람포르스-솔레프테오,-7
Ercan,에르잔,-7
Dauphin,도핀,-15
Casablanca,카사블랑카,-8
Salt Cay,솔트 케이,-14
Noyabrsk,노야브르스크,-4
Hayden,헤이든,-15
Palavi Palaviya,팔라비 팔라비야,-3.5
Hooper Bay,후퍼 베이,-18
Tiruchirappalli,티루치라팔리,-3.5
Saratov,사라토프,-6
Bonito,보니토,-13
Zarafshan,자라프샨,-4
Megisti,메기스티,-7
Gorge Harbour,고지 하버,-16
Carlisle,칼라일,-8
Chateauroux,샤토루,-7
Bloomington,블루밍턴,-14
Foshan,포산,-1
Kerry,케리,-8
Olare Orok,올라레 오로크,-6
Urmia,우르미아,-5.5
Tirana,티라나,-7
Wudalianchi,우다롄치,-1
Brandon,브랜든,-15
Mitchell,미첼,-15
Hornafjordur,호르나피요르뒤르,-9
Toyooka,도요오카,+0
Sumbawanga,숨바왕가,-6
Yerevan,예레반,-5
Penajam,페나잠,-1
Kashechewan,카셰체완,-14
Saurimo,사우리모,-8
Kismayo,키스마요,-6
Makemo,마케모,-19
La Tabatiere,라 타바티에르,-13
Pormpuraaw,포름푸라우,+1
Melilla,멜리야,-8
Qurghonteppa,쿠르곤테파,-4
Huaraz,우아라스,-14
Salina,살리나,-15
Chevak,체박,-17
Ulanqab,울란차브,-1
Santa Cruz Islands,산타크루즈 제도,+2
Skavsta,스카브스타,-7
South Fort Myers,사우스 포트 마이어스,-13
Paphos,파포스,-7
Loja,로하,-14
Circle,서클,-17
Lutselke,루셀케,-15
Kefallinia,케팔로니아,-7
Ascension Island,어센션 제도,-9
Tianjin,톈진,-1
Lancaster,랭커스터,-13
Wunnummin Lake,운넘민 레이크,-15
Fitzroy Crossing,피츠로이 크로싱,-1
Dharavandhoo,다라반두,-4
Arak,아라크,-5.5
Omaha,오마하,-15
Kandla,칸들라,-3.5
Nadym,나딤,-5
St. Mary's,세인트 메리즈,-17
Balti,발티,-7
Southampton,사우스햄튼,-8
Cody,코디,-16
Zhukovsky,주코프스키,-6
Marathon,마라톤,-14
Vipingo,비핑고,-6
Sarajevo,사라예보,-7
Dazhou,다저우,-1
Oradea,오라데아,-7
Kadanwari,카단와리,-4
Crooked Creek,크루키드 크리크,-17
Christmas Creek,크리스마스 크리크,-1
Foz do Iguacu,포스 두 이구아수,-12
Aksu,아커쑤,-3
Agri,아르나스,-6
Tupelo,투펠로,-15
Prague,프라하,-7
Mansfield,맨스필드,-13
Governor's Harbour,거버너스 하버,-14
Cherbourg-Octeville,셰르부르-옥트빌,-7
Pisco,피스코,-14
Bamako,바마코,-8
Whanganui,왕가누이,+3
Bordj Badji Mokhtar,보르지 바지 모크타르,-8
Copan Ruinas,코판 루이나스,-15
Erzurum,에르주룸,-6
Mawlamyine,모울메인,-2.5
Busuanga,부수앙가,-1
Rajshahi,라지샤히,-3
Kisangani,키상가니,-7
Isfana,이스파나,-4
Moruroa,모루로아,-19
Waterford,워터포드,-8
Syros,시로스,-7
Jalal-Abad,잘랄아바드,-4
Oskarshamn,오스카르스함,-7
Chandigarh,찬디가르,-3.5
Argyle,아르길,-1
Hana,하나,-19
Djambala,잠발라,-8
San Vicente,산 비센테,-12
Fernando de Noronha,페르난두 지 노로냐,-12
Carnarvon,카나번,-1
Mojave,모하비,-16
Mendi,멘디,+1
Bumba,붐바,-8
Zonguldak,종굴다크,-6
Tembagapura,템바가푸라,+0
Kochi,고치,-3.5
Trondheim,트론헤임,-7
Springfield,스프링필드,-14
Tiree,티리,-8
Billings,빌링스,-16
Preveza-Lefkada,프레베자-레프카다,-7
Koror,코로르,+0
Panama City,파나마 시티,-14
Farrukhabad,파루카바드,-3.5
Bafoussam,바푸삼,-8
Tripoli,트리폴리,-7
Durgapur,두르가푸르,-3.5
Batam,바탐,-2
Way Tuba,와이 투바,-2
Gatokae,가토카에,+2
Andizhan,안디잔,-4
Montreal,몬트리올,-13
Savannah,사바나,-13
ACoruna,아 코루냐,-7
Georgetown,조지타운,-13
Nuiqsut,누이그숫,-17
Olive Branch,올리브 브랜치,-14
Modesto,모데스토,-16
Basco,바스코,-1
SanAndros,산 안드로스,-14
Suva,수바,+3
Massawa,마사와,-6
Aasiaat,아시아트,-12
Ulsan,울산,+0
Laayoune,라윤,-8
Toulouse,툴루즈,-7
Queenstown,퀸스타운,+3
Avannaata,아반나아타,-12
Fasa,파사,-5.5
Azamgarh,아잠가르,-3.5
Nassau,나사우,-14
Anadyr,아나디르,+3
Portimao,포르티망,-8
Khamti,캄티,-2.5
Pucon,푸콘,-12
Nador,나도르,-8
Bemidji,베미지,-14
Julia Creek,줄리아 크리크,+1
Baglung,바글룽,-3.75
Ibiza,이비자,-7
Alakanuk,알라카누크,-18
Jiamusi,자무시,-1
Ahe,아헤,-19
Sachs Harbour,삭스 하버,-16
Langkawi,랑카위,-1
Mara North,마라 노스,-6
Foula,풀라,-8
Yongchuan,융촨,-1
Tanjung Balai,탄중 발라이,-2
Kalbarri,칼바리,-1
Arviat,아르비아트,-14
Dalma Island,달마 섬,-5
Selayar Islands,셀라야르 제도,-1
Port Protection,포트 프로텍션,-17
Teterboro,테터보로,-13
Pasighat,파시가트,-3
Siddharthanagar,싯다르타나가르,-3.75
Bankstown,뱅크스타운,+1
Namsos,남소스,-7
Igdir,이그디르,-6
Newquay,뉴키,-8
Weifang,웨이팡,-1
Chaoyang,차오양,-1
Lyudao,뤼다오,-1
Angra dos Reis,앙그라 두스 헤이스,-12
Latur,라투르,-3.5
Ndola,은돌라,-7
Coari,코아리,-14
Shahrekord,샤흐레코드,-5.5
Hays,헤이스,-15
Santa Isabel do Rio Negro,산타 이자벨 두 리우 네그루,-13
Sandy River,샌디 리버,-17
Florencia,플로렌시아,-14
Kota Bharu,코타바루,-1
Golovin,골로빈,-18
Klagenfurt,클라겐푸르트,-7
Inverness,인버네스,-8
Aershan,아얼산,-1
Gapuwiyak,가푸위약,+0.5
King Island,킹 아일랜드,+1
Tottori,돗토리,+0
Palu,팔루,-1
South Indian Lake,사우스 인디언 레이크,-15
Port Heiden,포트 헤이든,-17
Nagasaki,나가사키,+0
Winter Haven,윈터 헤이븐,-13
Moscow-Podolsk,모스크바-포돌스크,-6
Pouso Alegre,포우수 알레그리,-12
Norfolk Island,노퍽 제도,+2
Elba,엘바,-7
Kapuskasing,카푸스카싱,-14
Toksook Bay,톡숙 베이,-17
Beauvais,보베,-7
Qilian,치롄,-1
RIo Turbio,리오 투르비오,-12
ReykjavIk,레이캬비크,-9
Changsha,창사,-1
Burbank,버뱅크,-16
Kotlas,코틀라스,-6
Jubail,주바일,-6
Townsville,타운스빌,+1
Bulolo,불롤로,+1
Baubau,바우바우,-1
Marsh Harbour,마시 하버,-14
Uyuni,우유니,-13
Phosphate Hill,포스페이트 힐,+1
Eday,이데이,-8
Puerto Maldonado,푸에르토 말도나도,-14
TolU,톨루,-14
